region	phenotype	count	best_rcp
region_chr10_98908643_101189482	IBD.EUR.Ulcerative_Colitis	5	0.692
region_chr11_8311727_9065770	Astle_et_al_2016_High_light_scatter_reticulocyte_count	51	0.863
region_chr12_55272053_57155077	GIANT_HEIGHT	2	0.635
region_chr13_40495126_42526891	Astle_et_al_2016_Neutrophil_count	2	0.585
region_chr15_89932319_91621162	Astle_et_al_2016_Lymphocyte_counts	6	0.7
region_chr15_89932319_91621162	UKB_20002_1065_self_reported_hypertension	1	0.601
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	10	0.895
region_chr16_65904663_68807460	Astle_et_al_2016_White_blood_cell_count	3	0.939
region_chr16_84412277_85115079	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.528
region_chr17_5838014_7414079	Astle_et_al_2016_White_blood_cell_count	7	0.808
region_chr18_54027805_57546606	UKB_20002_1111_self_reported_asthma	1	0.541
region_chr19_46646825_48778970	Astle_et_al_2016_Myeloid_white_cell_count	6	0.717
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	0.721
region_chr1_206268085_208237019	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.533
region_chr1_27075376_29689034	Astle_et_al_2016_Granulocyte_count	10	0.656
region_chr1_38266175_39734895	GLGC_Mc_TG	2	0.592
region_chr20_44051536_46210417	GIANT_HEIGHT	24	0.851
region_chr22_49430885_50804870	SSGAC_Education_Years_Pooled	1	0.579
region_chr2_232685293_234242343	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.648
region_chr2_241210506_242147200	Astle_et_al_2016_Eosinophil_counts	4	0.645
region_chr2_8282017_10158342	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.691
region_chr3_10977979_13029299	GIANT_HEIGHT	2	0.537
region_chr3_110794923_113096852	UKB_50_Standing_height	1	0.636
region_chr3_141620255_143445786	UKB_50_Standing_height	1	0.628
region_chr5_130183332_132803957	Astle_et_al_2016_Myeloid_white_cell_count	5	0.77
region_chr5_71944629_74463501	UKB_50_Standing_height	11	0.992
region_chr6_151591568_152773361	Astle_et_al_2016_Eosinophil_counts	1	0.524
region_chr6_29770194_30830391	pgc.scz2	2	0.904
region_chr6_31603441_32714887	Astle_et_al_2016_Platelet_count	1	0.52
region_chr6_31603441_32714887	RA_OKADA_TRANS_ETHNIC	7	0.999
region_chr6_31603441_32714887	UKB_20002_1065_self_reported_hypertension	6	0.882
region_chr7_150143569_151014417	Astle_et_al_2016_Lymphocyte_counts	1	0.504
region_chr7_150143569_151014417	UKB_21001_Body_mass_index_BMI	3	0.578
region_chr8_11421489_13634266	RA_OKADA_TRANS_ETHNIC	1	0.618
region_chr8_127646866_129368893	Astle_et_al_2016_Neutrophil_count	40	0.709
region_chr8_143155464_145078481	Astle_et_al_2016_Eosinophil_counts	52	0.998
region_chr8_26825008_28304875	Astle_et_al_2016_Sum_eosinophil_basophil_counts	55	0.939
region_chr9_114257521_115159681	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.517
region_chr9_4495328_4884926	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.551
region_chr13_92934202_95435304	Astle_et_al_2016_Platelet_count	3	0.874
region_chr14_22549721_24435917	UKB_50_Standing_height	4	0.843
region_chr14_34377045_35390387	Astle_et_al_2016_Myeloid_white_cell_count	3	0.594
region_chr16_27434434_29025292	GIANT_2015_BMI_EUR	1	0.504
region_chr16_29025292_31371622	Astle_et_al_2016_Red_blood_cell_count	1	0.793
region_chr16_81738931_82714123	IBD.EUR.Inflammatory_Bowel_Disease	1	0.551
region_chr17_1269105_2025437	Astle_et_al_2016_Neutrophil_count	3	0.718
region_chr17_29007226_31459473	Astle_et_al_2016_Lymphocyte_counts	4	0.75
region_chr17_41743558_43694719	UKB_23099_Body_fat_percentage	1	0.548
region_chr17_66804312_69862629	GLGC_Mc_HDL	10	0.845
region_chr17_79302554_80863788	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.812
region_chr19_16263605_18299052	Astle_et_al_2016_White_blood_cell_count	13	0.942
region_chr19_18299052_19766662	BCAC_Overall_BreastCancer_EUR	1	0.575
region_chr19_40478694_41625199	UKB_50_Standing_height	120	0.878
region_chr19_6684874_8282629	Astle_et_al_2016_Granulocyte_count	3	0.651
region_chr1_11717784_12719464	UKB_20002_1111_self_reported_asthma	3	0.654
region_chr1_154797927_156366342	GIANT_HEIGHT	25	0.939
region_chr1_156366342_158057622	Astle_et_al_2016_Platelet_count	4	0.521
region_chr1_206268085_208237019	IGAP_Alzheimer	3	0.666
region_chr1_34334157_37083582	UKB_50_Standing_height	17	0.753
region_chr20_44051536_46210417	Astle_et_al_2016_Lymphocyte_counts	1	0.833
region_chr21_39110976_40017600	Astle_et_al_2016_Platelet_count	1	0.598
region_chr2_177688455_180448012	HRGene_HeartRate	1	0.528
region_chr2_240620667_241210506	IBD.EUR.Inflammatory_Bowel_Disease	3	0.995
region_chr2_67783044_68912432	Astle_et_al_2016_Lymphocyte_counts	1	0.594
region_chr3_107263964_109803548	UKB_1160_Sleep_duration	1	0.525
region_chr3_140235755_141620255	Astle_et_al_2016_Lymphocyte_counts	30	0.702
region_chr3_194338942_195065945	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.51
region_chr3_98497106_99654918	Astle_et_al_2016_Neutrophil_count	7	0.845
region_chr4_38905401_40200989	Astle_et_al_2016_Eosinophil_counts	1	0.575
region_chr5_132803957_135441711	Astle_et_al_2016_Reticulocyte_count	12	0.98
region_chr5_173251324_174215868	UKB_50_Standing_height	1	0.935
region_chr5_35048865_36433852	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	9	0.711
region_chr5_50867564_52838788	Astle_et_al_2016_Reticulocyte_count	1	0.545
region_chr6_132444530_133923105	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.679
region_chr6_30830391_31603441	Astle_et_al_2016_Granulocyte_count	2	0.994
region_chr6_30830391_31603441	Astle_et_al_2016_Reticulocyte_count	12	0.909
region_chr6_31603441_32714887	UKB_20002_1111_self_reported_asthma	3	0.966
region_chr7_101555972_103557063	UKB_1180_Morning_or_evening_person_chronotype	12	0.934
region_chr7_22468010_23431823	Astle_et_al_2016_Myeloid_white_cell_count	1	0.55
region_chr7_5814895_6534226	Astle_et_al_2016_High_light_scatter_reticulocyte_count	30	0.737
region_chr7_76829247_78464542	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.514
region_chr9_132423455_134176000	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	14	0.868
region_chr9_34642246_36743286	Astle_et_al_2016_White_blood_cell_count	120	0.891
region_chr10_102620653_104935290	Astle_et_al_2016_Red_blood_cell_count	4	0.652
region_chr10_93636611_94461486	Astle_et_al_2016_Lymphocyte_counts	2	0.701
region_chr11_1192365_3644251	Astle_et_al_2016_Eosinophil_counts	1	0.572
region_chr11_1192365_3644251	Astle_et_al_2016_White_blood_cell_count	2	0.544
region_chr11_3644251_4725479	Astle_et_al_2016_Lymphocyte_counts	1	0.657
region_chr11_70855_1192365	Astle_et_al_2016_Sum_basophil_neutrophil_counts	29	0.972
region_chr11_8311727_9065770	Astle_et_al_2016_Reticulocyte_count	46	0.799
region_chr12_132236187_133264925	Astle_et_al_2016_Red_blood_cell_count	2	0.73
region_chr13_40495126_42526891	Astle_et_al_2016_Lymphocyte_counts	6	0.869
region_chr13_48809826_51016955	Astle_et_al_2016_Neutrophil_count	39	0.828
region_chr14_22549721_24435917	Astle_et_al_2016_Reticulocyte_count	56	0.945
region_chr14_22549721_24435917	UKB_20127_Neuroticism_score	9	0.782
region_chr14_24435917_25666480	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.558
region_chr17_74676064_76379479	Astle_et_al_2016_Eosinophil_counts	8	0.871
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.656
region_chr19_44239955_45599439	Astle_et_al_2016_Reticulocyte_count	1	0.521
region_chr19_44239955_45599439	IGAP_Alzheimer	1	0.523
region_chr19_54099074_55216712	Astle_et_al_2016_Reticulocyte_count	2	0.651
region_chr19_8282629_9127717	Astle_et_al_2016_Myeloid_white_cell_count	1	0.523
region_chr1_112730684_114331223	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.599
region_chr1_153208353_154797927	RA_OKADA_TRANS_ETHNIC	10	0.941
region_chr1_153208353_154797927	UKB_20002_1452_self_reported_eczema_or_dermatitis	1	0.808
region_chr1_197342384_199270756	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.593
region_chr1_206268085_208237019	Astle_et_al_2016_White_blood_cell_count	2	0.524
region_chr1_222056878_224750818	Astle_et_al_2016_Granulocyte_count	1	0.506
region_chr1_34334157_37083582	Astle_et_al_2016_High_light_scatter_reticulocyte_count	21	0.95
region_chr1_41509656_43292786	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	16	0.737
region_chr1_7187275_9305140	Astle_et_al_2016_Red_blood_cell_count	1	0.525
region_chr20_62670503_63558827	UKB_50_Standing_height	11	0.734
region_chr2_164322330_166303760	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.675
region_chr2_23118512_24464049	UKB_21001_Body_mass_index_BMI	1	0.503
region_chr2_241210506_242147200	UKB_20002_1111_self_reported_asthma	6	0.748
region_chr2_26672117_28375910	Astle_et_al_2016_Platelet_count	3	0.76
region_chr3_181793378_184051895	UKB_50_Standing_height	2	0.626
region_chr3_63683610_65287863	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.815
region_chr5_176023592_177824506	Astle_et_al_2016_Lymphocyte_counts	7	0.853
region_chr5_71944629_74463501	GIANT_HEIGHT	14	0.993
region_chr5_74463501_76503041	Astle_et_al_2016_Platelet_count	4	0.619
region_chr6_129539886_130614309	Astle_et_al_2016_Red_blood_cell_count	23	0.812
region_chr6_14802693_17386174	Astle_et_al_2016_White_blood_cell_count	1	0.565
region_chr6_29770194_30830391	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.513
region_chr6_29770194_30830391	Astle_et_al_2016_Red_blood_cell_count	15	0.607
region_chr6_31603441_32714887	Astle_et_al_2016_Red_blood_cell_count	5	0.983
region_chr6_35487979_37604820	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.83
region_chr8_127646866_129368893	Astle_et_al_2016_Granulocyte_count	48	0.781
region_chr8_127646866_129368893	Astle_et_al_2016_Lymphocyte_counts	3	0.754
region_chr8_21804225_23039544	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.563
region_chr8_83313354_85043384	UKB_23099_Body_fat_percentage	1	0.576
region_chr8_85043384_86399480	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.555
region_chr9_136605890_138254346	Astle_et_al_2016_Lymphocyte_counts	3	0.628
region_chr9_136605890_138254346	UKB_50_Standing_height	51	0.736
region_chr9_14836365_16659657	UKB_23099_Body_fat_percentage	2	0.633
region_chr9_8456299_9166403	UKB_1200_Sleeplessness_or_insomnia	48	0.905
region_chr10_102620653_104935290	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	0.945
region_chr10_71748755_73662792	Astle_et_al_2016_White_blood_cell_count	17	0.999
region_chr11_10930480_12542682	UKB_50_Standing_height	2	0.545
region_chr11_15721006_17556855	DIAGRAM_T2D_TRANS_ETHNIC	1	0.607
region_chr11_32255355_33937192	UKB_1180_Morning_or_evening_person_chronotype	1	0.754
region_chr11_64037097_66131160	Astle_et_al_2016_High_light_scatter_reticulocyte_count	13	0.937
region_chr11_70855_1192365	Astle_et_al_2016_Neutrophil_count	28	0.986
region_chr12_12580594_15088550	EGG_BW3_EUR	2	0.605
region_chr12_131302206_132236187	UKB_50_Standing_height	13	0.579
region_chr12_51382710_52645220	Astle_et_al_2016_White_blood_cell_count	4	0.899
region_chr12_54385039_55272053	UKB_20002_1111_self_reported_asthma	4	0.573
region_chr14_102545765_104535386	Astle_et_al_2016_Platelet_count	16	0.79
region_chr14_29502939_31914059	UKB_23099_Body_fat_percentage	9	0.584
region_chr14_34377045_35390387	Astle_et_al_2016_Granulocyte_count	5	0.74
region_chr15_73336373_76106283	UKB_21001_Body_mass_index_BMI	2	0.926
region_chr16_1157206_2714828	UKB_50_Standing_height	2	0.691
region_chr16_2714828_3951195	Astle_et_al_2016_Myeloid_white_cell_count	8	0.944
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	0.553
region_chr17_76379479_78267332	Astle_et_al_2016_Reticulocyte_count	5	0.846
region_chr19_18299052_19766662	UKB_20002_1473_self_reported_high_cholesterol	2	0.568
region_chr19_2098397_3019662	Astle_et_al_2016_Red_blood_cell_count	1	0.58
region_chr19_3019662_4348970	UKB_23099_Body_fat_percentage	1	0.524
region_chr19_41625199_43358303	Astle_et_al_2016_White_blood_cell_count	2	0.54
region_chr19_4348970_5811841	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.685
region_chr19_48778970_51029311	Astle_et_al_2016_Lymphocyte_counts	2	0.698
region_chr19_8282629_9127717	Astle_et_al_2016_White_blood_cell_count	1	0.525
region_chr1_115337972_118296444	Astle_et_al_2016_Platelet_count	1	0.568
region_chr1_11717784_12719464	Astle_et_al_2016_Platelet_count	3	0.533
region_chr1_118296444_148907004	GIANT_WHR_Combined_EUR	1	0.744
region_chr1_154797927_156366342	Astle_et_al_2016_Red_blood_cell_count	51	0.979
region_chr1_159943258_162376931	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.809
region_chr1_159943258_162376931	IBD.EUR.Ulcerative_Colitis	4	0.822
region_chr1_210614406_212668988	Astle_et_al_2016_Monocyte_count	57	0.708
region_chr1_222056878_224750818	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.527
region_chr1_241908300_243946197	UKB_50_Standing_height	1	0.659
region_chr1_25190354_27075376	Astle_et_al_2016_Platelet_count	2	0.778
region_chr1_43292786_44503511	Astle_et_al_2016_Platelet_count	1	0.648
region_chr1_64576021_66473721	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	32	0.985
region_chr1_76262450_79195513	Astle_et_al_2016_Granulocyte_count	1	0.526
region_chr1_93070902_94040635	GLGC_Mc_HDL	29	0.797
region_chr20_46210417_48583442	UKB_23099_Body_fat_percentage	1	0.7
region_chr20_48583442_50623121	UKB_23099_Body_fat_percentage	1	0.548
region_chr21_46072312_46699840	Astle_et_al_2016_Sum_basophil_neutrophil_counts	28	0.786
region_chr21_46072312_46699840	Astle_et_al_2016_White_blood_cell_count	26	0.839
region_chr22_46074615_47200568	Astle_et_al_2016_Eosinophil_counts	1	0.55
region_chr2_166499460_169111726	Astle_et_al_2016_White_blood_cell_count	103	0.947
region_chr2_23118512_24464049	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.687
region_chr3_128476018_130525891	GIANT_HIP_Combined_EUR	2	0.687
region_chr5_179974244_181132933	GIANT_HEIGHT	40	0.782
region_chr5_76503041_78327508	Astle_et_al_2016_Platelet_count	1	0.801
region_chr6_141967342_144998674	Astle_et_al_2016_Eosinophil_counts	2	0.527
region_chr6_149932268_151591568	UKB_50_Standing_height	1	0.643
region_chr6_29770194_30830391	TAGC_Asthma_EUR	7	0.76
region_chr6_30830391_31603441	UKB_21001_Body_mass_index_BMI	7	0.801
region_chr6_31603441_32714887	UKB_20127_Neuroticism_score	2	0.864
region_chr6_35487979_37604820	Astle_et_al_2016_Myeloid_white_cell_count	1	0.669
region_chr7_137191815_139059933	Astle_et_al_2016_Red_blood_cell_count	1	0.581
region_chr8_24817205_25625938	Astle_et_al_2016_Lymphocyte_counts	2	0.532
region_chr9_119498019_122109043	EGG_BW3_EUR	20	0.843
region_chr11_1192365_3644251	Astle_et_al_2016_Monocyte_count	8	0.913
region_chr11_124625632_126441425	Astle_et_al_2016_Platelet_count	2	0.736
region_chr11_55315181_58690022	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.704
region_chr12_108632125_109898914	UKB_50_Standing_height	2	0.519
region_chr12_119316305_121569746	Astle_et_al_2016_Granulocyte_count	107	0.979
region_chr15_73336373_76106283	UKB_50_Standing_height	3	0.758
region_chr16_2714828_3951195	Astle_et_al_2016_Lymphocyte_counts	4	0.59
region_chr16_71020125_72901251	Astle_et_al_2016_Red_blood_cell_count	43	0.948
region_chr16_71020125_72901251	UKB_23099_Body_fat_percentage	5	0.663
region_chr17_16509028_18953007	GIANT_HEIGHT	5	0.547
region_chr17_38653091_40721152	Astle_et_al_2016_Red_blood_cell_count	1	0.553
region_chr17_38653091_40721152	GLGC_Mc_HDL	4	0.562
region_chr17_44979537_47798656	UKB_50_Standing_height	9	0.83
region_chr17_5838014_7414079	Astle_et_al_2016_Lymphocyte_counts	8	0.711
region_chr18_54027805_57546606	Astle_et_al_2016_Platelet_count	25	0.714
region_chr19_44239955_45599439	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.542
region_chr19_51029311_52482037	Astle_et_al_2016_White_blood_cell_count	75	0.976
region_chr19_54099074_55216712	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.536
region_chr19_54099074_55216712	GLGC_Mc_HDL	3	0.672
region_chr19_9127717_11173352	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	35	0.997
region_chr1_107867043_109761309	Astle_et_al_2016_Granulocyte_count	8	0.886
region_chr1_159943258_162376931	UKB_20022_Birth_weight	1	0.945
region_chr1_219417229_221684889	Astle_et_al_2016_Neutrophil_count	1	0.576
region_chr1_219417229_221684889	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.527
region_chr1_27075376_29689034	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.521
region_chr1_34334157_37083582	Astle_et_al_2016_White_blood_cell_count	22	0.986
region_chr20_63558827_64333810	IBD.EUR.Inflammatory_Bowel_Disease	10	0.993
region_chr22_31043932_32268999	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.521
region_chr22_32268999_34098925	Astle_et_al_2016_Red_blood_cell_count	3	0.554
region_chr2_113164279_116014894	UKB_1160_Sleep_duration	7	0.746
region_chr2_158720570_160913222	UKB_23099_Body_fat_percentage	9	0.668
region_chr2_166499460_169111726	MAGIC_FastingGlucose	3	0.998
region_chr2_223994702_224975287	Astle_et_al_2016_Monocyte_count	1	0.595
region_chr2_28375910_28994693	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	32	0.915
region_chr2_43082452_44086664	IBD.EUR.Inflammatory_Bowel_Disease	3	0.688
region_chr3_51797999_54047363	Astle_et_al_2016_Red_blood_cell_count	5	0.765
region_chr3_51797999_54047363	UKB_50_Standing_height	10	0.625
region_chr3_66220021_68237764	GIANT_HEIGHT	1	0.575
region_chr3_70399877_72480178	Astle_et_al_2016_Lymphocyte_counts	2	0.826
region_chr4_107894192_110335411	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.515
region_chr4_151861032_153556489	Astle_et_al_2016_Reticulocyte_count	1	0.504
region_chr4_86613495_88316876	Astle_et_al_2016_Platelet_count	10	0.807
region_chr5_119273125_120333347	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.67
region_chr5_130183332_132803957	Astle_et_al_2016_Granulocyte_count	2	0.783
region_chr6_129539886_130614309	Astle_et_al_2016_Lymphocyte_counts	24	0.803
region_chr6_25684359_26791023	Astle_et_al_2016_Lymphocyte_counts	2	0.597
region_chr6_28949831_29770194	RA_OKADA_TRANS_ETHNIC	6	0.958
region_chr6_31603441_32714887	Astle_et_al_2016_Reticulocyte_count	4	0.988
region_chr6_32714887_33268720	Astle_et_al_2016_Platelet_count	16	0.616
region_chr7_151014417_152552721	GIANT_HEIGHT	2	0.546
region_chr7_22468010_23431823	Astle_et_al_2016_Neutrophil_count	2	0.59
region_chr7_99117851_100599028	UKB_20002_1065_self_reported_hypertension	1	0.506
region_chr9_103205694_104819468	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.559
region_chr9_110015744_112068802	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.854
region_chr9_112930865_114257521	Astle_et_al_2016_Granulocyte_count	8	0.93
region_chr9_4495328_4884926	Astle_et_al_2016_Red_blood_cell_count	1	0.556
region_chr9_96159758_98830577	Astle_et_al_2016_Red_blood_cell_count	10	0.698
region_chr10_101189482_102620653	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.661
region_chr10_10207433_12544798	UKB_50_Standing_height	2	0.796
region_chr10_102620653_104935290	GIANT_WC_Combined_EUR	2	0.56
region_chr10_79116992_80654923	Astle_et_al_2016_White_blood_cell_count	52	0.803
region_chr10_93636611_94461486	UKB_20002_1065_self_reported_hypertension	2	0.711
region_chr11_33937192_35481057	UKB_50_Standing_height	4	0.83
region_chr12_121569746_124493434	UKB_21001_Body_mass_index_BMI	1	0.924
region_chr13_28683414_29909130	UKB_50_Standing_height	2	0.789
region_chr13_48809826_51016955	Astle_et_al_2016_Monocyte_count	37	0.854
region_chr13_48809826_51016955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	39	0.825
region_chr15_49715846_51385363	Astle_et_al_2016_Myeloid_white_cell_count	2	0.843
region_chr16_3951195_5068344	UKB_21001_Body_mass_index_BMI	3	0.928
region_chr16_88974757_90226404	UKB_23099_Body_fat_percentage	1	0.509
region_chr17_2025437_3799018	Astle_et_al_2016_Eosinophil_counts	1	0.596
region_chr17_2025437_3799018	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.553
region_chr17_2025437_3799018	UKB_23099_Body_fat_percentage	18	0.737
region_chr17_61235394_63468228	UKB_20002_1065_self_reported_hypertension	38	0.644
region_chr19_18299052_19766662	Astle_et_al_2016_Platelet_count	8	0.85
region_chr19_51029311_52482037	Astle_et_al_2016_Myeloid_white_cell_count	14	0.922
region_chr19_54099074_55216712	Astle_et_al_2016_Neutrophil_count	8	0.765
region_chr19_54099074_55216712	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	0.764
region_chr19_8282629_9127717	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.525
region_chr1_154797927_156366342	EGG_BW3_EUR	16	0.891
region_chr1_159943258_162376931	Astle_et_al_2016_Red_blood_cell_count	1	0.54
region_chr1_166491280_169117086	UKB_20002_1111_self_reported_asthma	1	0.567
region_chr1_178985335_181174985	UKB_50_Standing_height	52	0.967
region_chr1_1961168_3666172	Astle_et_al_2016_Platelet_count	1	0.573
region_chr1_25190354_27075376	Astle_et_al_2016_Granulocyte_count	4	0.673
region_chr1_34334157_37083582	Astle_et_al_2016_Myeloid_white_cell_count	21	0.985
region_chr20_3847766_5497204	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.542
region_chr20_3847766_5497204	Astle_et_al_2016_Reticulocyte_count	3	0.576
region_chr20_46210417_48583442	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.533
region_chr20_63558827_64333810	EGG_BW3_EUR	4	0.746
region_chr22_38911889_40149793	Astle_et_al_2016_Lymphocyte_counts	1	0.644
region_chr2_31327584_33138710	UKB_50_Standing_height	1	0.613
region_chr3_181793378_184051895	Astle_et_al_2016_White_blood_cell_count	1	0.801
region_chr3_63683610_65287863	pgc.scz2	3	0.774
region_chr4_24133906_25607700	UKB_20002_1065_self_reported_hypertension	1	0.811
region_chr5_176023592_177824506	Astle_et_al_2016_Eosinophil_counts	2	0.555
region_chr5_178986463_179974244	Astle_et_al_2016_Neutrophil_count	78	0.824
region_chr5_68555033_71944629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	120	0.778
region_chr6_129539886_130614309	Astle_et_al_2016_High_light_scatter_reticulocyte_count	23	0.713
region_chr6_23936391_24852047	Astle_et_al_2016_Lymphocyte_counts	1	0.521
region_chr6_25684359_26791023	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.549
region_chr6_28050041_28949831	UKB_20002_1453_self_reported_psoriasis	5	0.892
region_chr6_30830391_31603441	GIANT_HEIGHT	17	0.792
region_chr7_46947122_49172682	Astle_et_al_2016_Neutrophil_count	3	0.896
region_chr7_6534226_7769121	Astle_et_al_2016_Monocyte_count	1	0.556
region_chr8_11421489_13634266	Astle_et_al_2016_Granulocyte_count	2	0.693
region_chr8_143155464_145078481	UKB_1160_Sleep_duration	5	0.648
region_chr8_26825008_28304875	IGAP_Alzheimer	4	0.559
region_chr10_86177820_87367307	UKB_20002_1065_self_reported_hypertension	2	0.666
region_chr11_105002557_106650168	UKB_20016_Fluid_intelligence_score	1	0.695
region_chr12_101468912_102571208	Astle_et_al_2016_Lymphocyte_counts	1	0.742
region_chr12_47321010_48608083	Astle_et_al_2016_Lymphocyte_counts	2	0.657
region_chr15_47843851_49715846	UKB_20022_Birth_weight	1	0.506
region_chr16_10332175_11426305	TAGC_Asthma_EUR	7	0.664
region_chr16_14370145_16060203	GIANT_WC_Combined_EUR	4	0.816
region_chr17_18953007_21387045	Astle_et_al_2016_Granulocyte_count	1	0.631
region_chr17_18953007_21387045	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.625
region_chr17_55522071_57280180	Astle_et_al_2016_White_blood_cell_count	2	0.524
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	1	0.782
region_chr19_48778970_51029311	Astle_et_al_2016_Monocyte_count	1	0.543
region_chr19_8282629_9127717	UKB_50_Standing_height	13	0.814
region_chr1_112730684_114331223	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.618
region_chr1_1961168_3666172	IBD.EUR.Inflammatory_Bowel_Disease	4	0.558
region_chr1_219417229_221684889	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.533
region_chr1_7187275_9305140	Astle_et_al_2016_Sum_eosinophil_basophil_counts	23	0.881
region_chr20_63558827_64333810	IBD.EUR.Crohns_Disease	2	0.825
region_chr22_38911889_40149793	RA_OKADA_TRANS_ETHNIC	1	0.537
region_chr22_42294812_43318194	Astle_et_al_2016_Red_blood_cell_count	1	0.853
region_chr2_230978674_232685293	Astle_et_al_2016_White_blood_cell_count	3	0.647
region_chr2_232685293_234242343	Astle_et_al_2016_Lymphocyte_counts	1	0.544
region_chr3_100873373_103366116	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.566
region_chr3_140235755_141620255	GIANT_WC_Combined_EUR	13	0.761
region_chr3_32310223_33214100	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.56
region_chr3_49279539_51797999	Astle_et_al_2016_Lymphocyte_counts	3	0.504
region_chr4_37253425_38905401	Astle_et_al_2016_Sum_eosinophil_basophil_counts	5	0.671
region_chr6_14802693_17386174	Astle_et_al_2016_High_light_scatter_reticulocyte_count	14	0.933
region_chr6_25684359_26791023	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.505
region_chr6_25684359_26791023	Astle_et_al_2016_White_blood_cell_count	2	0.63
region_chr6_33268720_35487979	Astle_et_al_2016_Platelet_count	1	0.912
region_chr6_33268720_35487979	RA_OKADA_TRANS_ETHNIC	5	0.987
region_chr6_35487979_37604820	Astle_et_al_2016_White_blood_cell_count	2	0.865
region_chr6_43788432_45438826	Astle_et_al_2016_Red_blood_cell_count	1	0.726
region_chr7_933116_1313431	UKB_50_Standing_height	1	0.721
region_chr8_23039544_24817205	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.646
region_chr8_25625938_26825008	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.514
