region	phenotype	count	best_rcp
region_chr6_135903039_137293081	Astle_et_al_2016_Monocyte_count	4	0.625
region_chr6_138501492_139524299	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.81
region_chr6_138501492_139524299	UKB_50_Standing_height	3	0.564
region_chr6_141967342_144998674	Astle_et_al_2016_Neutrophil_count	5	0.995
region_chr6_141967342_144998674	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.996
region_chr6_141967342_144998674	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.99
region_chr6_141967342_144998674	GIANT_HEIGHT	3	0.669
region_chr6_14802693_17386174	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.967
region_chr6_148599216_149932268	RA_OKADA_TRANS_ETHNIC	3	0.545
region_chr6_151591568_152773361	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.659
region_chr6_157797687_160159465	Astle_et_al_2016_Neutrophil_count	2	0.859
region_chr6_157797687_160159465	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.927
region_chr6_160159465_161748532	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.934
region_chr6_165173375_166611245	GIANT_HEIGHT	1	0.71
region_chr6_166611245_167642155	RA_OKADA_TRANS_ETHNIC	1	0.872
region_chr6_166611245_167642155	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	0.707
region_chr6_167642155_168981955	GIANT_HEIGHT	1	0.775
region_chr6_19207256_21683834	GIANT_HEIGHT	2	0.53
region_chr6_2458702_3573359	Astle_et_al_2016_Monocyte_count	1	0.535
region_chr6_25684359_26791023	Astle_et_al_2016_White_blood_cell_count	1	0.571
region_chr6_25684359_26791023	UKB_20002_1065_self_reported_hypertension	10	0.924
region_chr6_25684359_26791023	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.559
region_chr6_25684359_26791023	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	3	0.556
region_chr6_25684359_26791023	pgc.scz2	1	0.833
region_chr6_26791023_28050041	Astle_et_al_2016_Eosinophil_counts	1	0.586
region_chr6_26791023_28050041	Astle_et_al_2016_Monocyte_count	1	0.588
region_chr6_26791023_28050041	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.762
region_chr6_26791023_28050041	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.763
region_chr6_26791023_28050041	UKB_1160_Sleep_duration	6	0.671
region_chr6_26791023_28050041	UKB_20002_1464_self_reported_rheumatoid_arthritis	1	0.576
region_chr6_28949831_29770194	Astle_et_al_2016_Eosinophil_counts	1	0.501
region_chr6_28949831_29770194	Astle_et_al_2016_Red_blood_cell_count	3	0.644
region_chr6_28949831_29770194	UKB_20002_1453_self_reported_psoriasis	1	0.759
region_chr6_29770194_30830391	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.999
region_chr6_29770194_30830391	Astle_et_al_2016_Monocyte_count	9	0.996
region_chr6_29770194_30830391	Astle_et_al_2016_Myeloid_white_cell_count	9	1
region_chr6_29770194_30830391	Astle_et_al_2016_Neutrophil_count	10	0.941
region_chr6_29770194_30830391	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	0.962
region_chr6_29770194_30830391	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.992
region_chr6_29770194_30830391	GIANT_HEIGHT	1	0.728
region_chr6_29770194_30830391	UKB_20002_1222_self_reported_type_1_diabetes	1	0.99
region_chr6_30830391_31603441	Astle_et_al_2016_Granulocyte_count	2	0.983
region_chr6_30830391_31603441	Astle_et_al_2016_Myeloid_white_cell_count	3	0.972
region_chr6_30830391_31603441	UKB_20127_Neuroticism_score	2	0.598
region_chr6_30830391_31603441	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.693
region_chr6_30830391_31603441	pgc.scz2	5	0.884
region_chr6_31603441_32714887	Astle_et_al_2016_Reticulocyte_count	2	0.634
region_chr6_31603441_32714887	IBD.EUR.Crohns_Disease	5	0.998
region_chr6_31603441_32714887	UKB_20002_1111_self_reported_asthma	5	0.99
region_chr6_31603441_32714887	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.603
region_chr6_31603441_32714887	UKB_20002_1453_self_reported_psoriasis	1	0.729
region_chr6_31603441_32714887	UKB_23099_Body_fat_percentage	1	0.716
region_chr6_32714887_33268720	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.568
region_chr6_32714887_33268720	UKB_20002_1453_self_reported_psoriasis	1	0.597
region_chr6_33268720_35487979	Astle_et_al_2016_Eosinophil_counts	46	0.967
region_chr6_33268720_35487979	Astle_et_al_2016_Red_blood_cell_count	1	0.516
region_chr6_33268720_35487979	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	11	0.95
region_chr6_35487979_37604820	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.76
region_chr6_35487979_37604820	UKB_23099_Body_fat_percentage	2	0.956
region_chr6_40377376_42070983	Astle_et_al_2016_Reticulocyte_count	3	0.595
region_chr6_42070983_43788432	Astle_et_al_2016_White_blood_cell_count	1	0.561
region_chr6_42070983_43788432	UKB_21001_Body_mass_index_BMI	2	0.852
region_chr6_42070983_43788432	UKB_23099_Body_fat_percentage	5	0.667
region_chr6_45438826_47344162	Astle_et_al_2016_Monocyte_count	1	0.816
region_chr6_52345678_53414304	Astle_et_al_2016_Platelet_count	1	0.524
region_chr6_6784974_7808703	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.535
region_chr6_74752287_76705164	GIANT_HEIGHT	1	0.553
region_chr6_88112422_89263333	UKB_1160_Sleep_duration	4	0.618
region_chr6_89263333_91133478	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.618
region_chr7_100599028_101555972	GIANT_HEIGHT	2	0.539
region_chr7_112978629_114072332	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.606
region_chr7_127229167_129138332	Astle_et_al_2016_Sum_eosinophil_basophil_counts	34	0.962
region_chr7_127229167_129138332	EGG_BW3_EUR	3	0.637
region_chr7_127229167_129138332	IBD.EUR.Ulcerative_Colitis	6	0.799
region_chr7_127229167_129138332	RA_OKADA_TRANS_ETHNIC	31	0.949
region_chr7_127229167_129138332	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.589
region_chr7_129138332_130737653	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.825
region_chr7_130737653_133121089	UKB_23099_Body_fat_percentage	1	0.613
region_chr7_134622844_135906335	Astle_et_al_2016_Platelet_count	1	0.552
region_chr7_134622844_135906335	GIANT_HEIGHT	2	0.524
region_chr7_137191815_139059933	Astle_et_al_2016_Monocyte_count	4	0.968
region_chr7_139059933_140233377	Astle_et_al_2016_Platelet_count	7	0.524
region_chr7_140535410_141526757	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	0.636
region_chr7_148118226_150143569	Astle_et_al_2016_Neutrophil_count	6	0.642
region_chr7_148118226_150143569	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.607
region_chr7_150143569_151014417	CARDIoGRAM_C4D_CAD_ADDITIVE	20	0.998
region_chr7_150143569_151014417	UKB_21001_Body_mass_index_BMI	1	0.658
region_chr7_150143569_151014417	UKB_50_Standing_height	5	0.861
region_chr7_16161_933116	Astle_et_al_2016_Platelet_count	1	0.596
region_chr7_16161_933116	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.636
region_chr7_16862445_19441924	UKB_20002_1065_self_reported_hypertension	1	0.729
region_chr7_2022763_2732593	Astle_et_al_2016_Reticulocyte_count	1	0.676
region_chr7_2022763_2732593	UKB_20002_1065_self_reported_hypertension	2	0.854
region_chr7_25869935_28320690	Astle_et_al_2016_Neutrophil_count	3	1
region_chr7_2732593_4533797	Astle_et_al_2016_Lymphocyte_counts	1	0.994
region_chr7_28320690_31097675	Astle_et_al_2016_Reticulocyte_count	5	0.929
region_chr7_33516156_36173929	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.518
region_chr7_44724229_45913323	Astle_et_al_2016_Neutrophil_count	4	0.547
region_chr7_46947122_49172682	Astle_et_al_2016_Granulocyte_count	2	0.94
region_chr7_46947122_49172682	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.941
region_chr7_46947122_49172682	UKB_20002_1065_self_reported_hypertension	3	0.614
region_chr7_5814895_6534226	Astle_et_al_2016_Myeloid_white_cell_count	1	0.559
region_chr7_66224822_68769087	Astle_et_al_2016_Granulocyte_count	3	0.642
region_chr7_66224822_68769087	Astle_et_al_2016_Neutrophil_count	4	0.712
region_chr7_66224822_68769087	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.704
region_chr7_72409900_73920272	EGG_BW3_EUR	5	0.586
region_chr7_72409900_73920272	UKB_20022_Birth_weight	1	0.593
region_chr7_7769121_9083793	Astle_et_al_2016_Granulocyte_count	3	0.836
region_chr8_100608730_103111078	Astle_et_al_2016_Myeloid_white_cell_count	2	0.596
region_chr8_100608730_103111078	Astle_et_al_2016_Platelet_count	2	0.578
region_chr8_100608730_103111078	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.579
region_chr8_100608730_103111078	Astle_et_al_2016_White_blood_cell_count	7	0.714
region_chr8_10605687_11421489	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.558
region_chr8_10605687_11421489	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.603
region_chr8_11421489_13634266	Astle_et_al_2016_Monocyte_count	1	0.685
region_chr8_11421489_13634266	UKB_1160_Sleep_duration	1	0.603
region_chr8_11421489_13634266	UKB_50_Standing_height	1	1
region_chr8_127646866_129368893	Astle_et_al_2016_Myeloid_white_cell_count	13	0.83
region_chr8_127646866_129368893	Astle_et_al_2016_Platelet_count	1	0.575
region_chr8_127646866_129368893	Astle_et_al_2016_Sum_basophil_neutrophil_counts	13	0.824
region_chr8_130627379_132338897	UKB_50_Standing_height	1	0.559
region_chr8_139713400_141963553	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.86
region_chr8_139713400_141963553	Astle_et_al_2016_Myeloid_white_cell_count	2	0.976
region_chr8_139713400_141963553	Astle_et_al_2016_Reticulocyte_count	1	0.813
region_chr8_139713400_141963553	GIANT_HEIGHT	1	0.82
region_chr8_19635329_20203345	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.583
region_chr8_21804225_23039544	Astle_et_al_2016_Lymphocyte_counts	9	0.768
region_chr8_21804225_23039544	UKB_23099_Body_fat_percentage	4	0.866
region_chr8_23039544_24817205	Astle_et_al_2016_Granulocyte_count	15	0.949
region_chr8_23039544_24817205	Astle_et_al_2016_Neutrophil_count	15	0.945
region_chr8_23039544_24817205	Astle_et_al_2016_Sum_basophil_neutrophil_counts	16	0.946
region_chr8_23039544_24817205	UKB_21001_Body_mass_index_BMI	2	0.679
region_chr8_23039544_24817205	UKB_23099_Body_fat_percentage	2	0.872
region_chr8_29470379_31276213	Astle_et_al_2016_Myeloid_white_cell_count	1	0.686
region_chr8_37521871_39081287	UKB_20022_Birth_weight	1	0.676
region_chr8_40845818_41863936	Astle_et_al_2016_Reticulocyte_count	1	0.522
region_chr8_40845818_41863936	UKB_20022_Birth_weight	10	0.855
region_chr8_45929693_49169911	Astle_et_al_2016_Eosinophil_counts	41	0.962
region_chr8_45929693_49169911	Astle_et_al_2016_Red_blood_cell_count	36	0.818
region_chr8_55033021_56043824	Astle_et_al_2016_Myeloid_white_cell_count	8	0.879
region_chr8_55033021_56043824	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	0.888
region_chr8_72904964_74532829	Astle_et_al_2016_Lymphocyte_counts	2	0.664
region_chr8_72904964_74532829	Astle_et_al_2016_Monocyte_count	1	0.594
region_chr8_81781504_83313354	UKB_20002_1065_self_reported_hypertension	1	0.517
region_chr8_9297184_9783277	UKB_23099_Body_fat_percentage	1	0.695
region_chr9_10023_1079707	Astle_et_al_2016_Granulocyte_count	2	0.667
region_chr9_10023_1079707	Astle_et_al_2016_Neutrophil_count	3	0.716
region_chr9_10023_1079707	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.695
region_chr9_107932781_110015744	UKB_23099_Body_fat_percentage	1	0.503
region_chr9_110015744_112068802	Astle_et_al_2016_Monocyte_count	1	1
region_chr9_110015744_112068802	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.605
region_chr9_110015744_112068802	Astle_et_al_2016_White_blood_cell_count	1	0.881
region_chr9_110015744_112068802	EGG_BW3_EUR	1	0.727
region_chr9_114257521_115159681	UKB_50_Standing_height	1	0.541
region_chr9_12276489_14836365	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.851
region_chr9_127293231_129403191	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.557
region_chr9_127293231_129403191	pgc.scz2	9	0.574
region_chr9_132423455_134176000	Astle_et_al_2016_Granulocyte_count	4	0.925
region_chr9_132423455_134176000	Astle_et_al_2016_Myeloid_white_cell_count	4	0.926
region_chr9_132423455_134176000	Astle_et_al_2016_White_blood_cell_count	5	0.932
region_chr9_132423455_134176000	MAGNETIC_IDL.TG	1	0.612
region_chr9_132423455_134176000	MAGNETIC_LDL.C	1	0.78
region_chr9_132423455_134176000	UKB_20002_1473_self_reported_high_cholesterol	2	0.889
region_chr9_134697518_136047132	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.866
region_chr9_136047132_136605890	Astle_et_al_2016_Granulocyte_count	10	0.951
region_chr9_136047132_136605890	Astle_et_al_2016_Myeloid_white_cell_count	8	0.949
region_chr9_136047132_136605890	GIANT_HEIGHT	1	0.606
region_chr9_136047132_136605890	IBD.EUR.Crohns_Disease	6	0.835
region_chr9_136047132_136605890	IBD.EUR.Inflammatory_Bowel_Disease	8	0.84
region_chr9_136605890_138254346	Astle_et_al_2016_Reticulocyte_count	55	1
region_chr9_136605890_138254346	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	32	0.998
region_chr9_1916877_3190064	Astle_et_al_2016_Neutrophil_count	4	0.636
region_chr9_1916877_3190064	Astle_et_al_2016_White_blood_cell_count	6	0.941
region_chr9_26111759_28224285	pgc.scz2	1	0.538
region_chr9_32019370_33578336	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.679
region_chr9_33578336_34642246	UKB_20002_1065_self_reported_hypertension	1	0.871
region_chr9_4884926_6557589	Astle_et_al_2016_Granulocyte_count	12	0.974
region_chr9_4884926_6557589	GIANT_HEIGHT	1	0.621
region_chr9_4884926_6557589	IBD.EUR.Inflammatory_Bowel_Disease	7	0.993
region_chr9_4884926_6557589	IBD.EUR.Ulcerative_Colitis	6	0.994
region_chr9_6557589_7154923	UKB_50_Standing_height	1	0.505
region_chr9_6557589_7154923	pgc.scz2	2	0.621
region_chr9_76285267_76856292	Astle_et_al_2016_Granulocyte_count	6	0.803
region_chr9_76285267_76856292	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.827
region_chr9_76285267_76856292	Astle_et_al_2016_White_blood_cell_count	6	0.751
region_chr9_82825886_84323281	Astle_et_al_2016_Neutrophil_count	1	0.575
region_chr9_82825886_84323281	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.573
region_chr9_91404921_93909416	UKB_1200_Sleeplessness_or_insomnia	1	0.525
region_chr9_93909416_96159758	UKB_20022_Birth_weight	6	0.906
region_chr9_98830577_101862155	UKB_20002_1111_self_reported_asthma	2	0.997
region_chr9_98830577_101862155	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.997
region_chr10_102620653_104935290	Astle_et_al_2016_Eosinophil_counts	1	0.682
region_chr10_102620653_104935290	Astle_et_al_2016_White_blood_cell_count	7	0.98
region_chr10_102620653_104935290	GIANT_HEIGHT	1	0.703
region_chr10_102620653_104935290	pgc.scz2	31	0.841
region_chr10_113568673_114661647	UKB_20022_Birth_weight	4	0.95
region_chr10_113568673_114661647	UKB_50_Standing_height	2	0.887
region_chr10_122141030_124109830	EGG_BW3_EUR	12	0.829
region_chr10_122141030_124109830	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	0.752
region_chr10_12544798_13279600	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.902
region_chr10_129046020_129943063	GIANT_HEIGHT	41	0.834
region_chr10_130781981_132522825	SSGAC_Education_Years_Pooled	1	0.589
region_chr10_130781981_132522825	UKB_21001_Body_mass_index_BMI	27	0.692
region_chr10_132681169_133786540	UKB_23099_Body_fat_percentage	4	0.693
region_chr10_13279600_14984069	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.714
region_chr10_22886203_25289667	Astle_et_al_2016_High_light_scatter_reticulocyte_count	8	0.903
region_chr10_22886203_25289667	Astle_et_al_2016_Lymphocyte_counts	8	0.85
region_chr10_22886203_25289667	Astle_et_al_2016_Monocyte_count	8	0.82
region_chr10_22886203_25289667	Astle_et_al_2016_Reticulocyte_count	8	0.839
region_chr10_25289667_26599755	Astle_et_al_2016_Sum_eosinophil_basophil_counts	20	0.714
region_chr10_25289667_26599755	UKB_20016_Fluid_intelligence_score	1	0.826
region_chr10_30169909_31618591	RA_OKADA_TRANS_ETHNIC	1	0.817
region_chr10_44234627_46978910	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.903
region_chr10_44234627_46978910	Astle_et_al_2016_White_blood_cell_count	5	0.901
region_chr10_4530082_5941799	Astle_et_al_2016_Monocyte_count	1	0.585
region_chr10_58530227_60131651	GIANT_HEIGHT	7	0.948
region_chr10_5941799_7129522	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.741
region_chr10_65789857_68140391	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.53
region_chr10_705399_1481349	Astle_et_al_2016_Eosinophil_counts	1	0.766
region_chr10_7129522_8732702	RA_OKADA_TRANS_ETHNIC	1	0.577
region_chr10_71748755_73662792	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.654
region_chr10_76947056_79116992	Astle_et_al_2016_Red_blood_cell_count	1	0.623
region_chr10_79116992_80654923	GIANT_HEIGHT	4	0.648
region_chr10_79116992_80654923	UKB_50_Standing_height	5	0.714
region_chr10_83698947_86177820	UKB_21001_Body_mass_index_BMI	1	0.532
region_chr10_87367307_89253624	Astle_et_al_2016_Granulocyte_count	11	0.962
region_chr10_87367307_89253624	Astle_et_al_2016_Neutrophil_count	15	0.968
region_chr10_87367307_89253624	GIANT_HEIGHT	1	0.872
region_chr10_91575290_93636611	Astle_et_al_2016_Sum_eosinophil_basophil_counts	15	0.803
region_chr10_91575290_93636611	EGG_BW3_EUR	2	0.884
region_chr10_91575290_93636611	UKB_20002_1473_self_reported_high_cholesterol	3	0.69
region_chr10_93636611_94461486	Astle_et_al_2016_Monocyte_count	2	0.89
region_chr10_93636611_94461486	Astle_et_al_2016_Myeloid_white_cell_count	1	0.521
region_chr10_93636611_94461486	EGG_BW3_EUR	2	0.898
region_chr10_94461486_96062600	Astle_et_al_2016_White_blood_cell_count	2	0.87
region_chr10_94461486_96062600	UKB_50_Standing_height	4	0.589
region_chr10_96062600_98481545	Astle_et_al_2016_Lymphocyte_counts	1	0.514
region_chr10_96062600_98481545	Astle_et_al_2016_White_blood_cell_count	5	0.758
region_chr10_98908643_101189482	IBD.EUR.Crohns_Disease	6	0.916
region_chr11_101460390_104088908	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.977
region_chr11_107973474_108566310	RA_OKADA_TRANS_ETHNIC	1	0.618
region_chr11_111243672_112588765	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.551
region_chr11_114387006_114959946	IBD.EUR.Ulcerative_Colitis	1	0.625
region_chr11_117876395_119344766	Astle_et_al_2016_Sum_basophil_neutrophil_counts	11	0.799
region_chr11_1192365_3644251	BCAC_Overall_BreastCancer_EUR	1	0.534
region_chr11_1192365_3644251	IBD.EUR.Ulcerative_Colitis	10	0.941
region_chr11_1192365_3644251	UKB_20022_Birth_weight	2	0.737
region_chr11_1192365_3644251	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.651
region_chr11_121305234_122721202	Astle_et_al_2016_Granulocyte_count	7	0.652
region_chr11_121305234_122721202	Astle_et_al_2016_Monocyte_count	12	0.889
region_chr11_121305234_122721202	Astle_et_al_2016_Neutrophil_count	6	0.602
region_chr11_122721202_123629409	UKB_1180_Morning_or_evening_person_chronotype	1	0.604
region_chr11_128318642_130472680	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.64
region_chr11_128318642_130472680	Astle_et_al_2016_White_blood_cell_count	2	0.794
region_chr11_130472680_131204717	UKB_23099_Body_fat_percentage	1	0.914
region_chr11_133130151_134336099	UKB_20127_Neuroticism_score	4	0.807
region_chr11_133130151_134336099	pgc.scz2	4	0.661
region_chr11_32255355_33937192	UKB_20002_1065_self_reported_hypertension	2	0.611
region_chr11_32255355_33937192	UKB_50_Standing_height	5	0.821
region_chr11_44672249_46984586	Astle_et_al_2016_Lymphocyte_counts	22	0.721
region_chr11_44672249_46984586	Astle_et_al_2016_Monocyte_count	10	0.692
region_chr11_46984586_49844498	UKB_20022_Birth_weight	31	0.68
region_chr11_46984586_49844498	UKB_21001_Body_mass_index_BMI	20	0.672
region_chr11_59013076_62456299	Astle_et_al_2016_Eosinophil_counts	28	0.877
region_chr11_62456299_64037097	UKB_23099_Body_fat_percentage	13	0.654
region_chr11_62456299_64037097	pgc.scz2	1	0.806
region_chr11_64037097_66131160	Astle_et_al_2016_Platelet_count	47	0.768
region_chr11_64037097_66131160	Astle_et_al_2016_Red_blood_cell_count	15	0.808
region_chr11_64037097_66131160	Astle_et_al_2016_Reticulocyte_count	25	0.969
region_chr11_64037097_66131160	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.867
region_chr11_64037097_66131160	Astle_et_al_2016_White_blood_cell_count	25	0.885
region_chr11_64037097_66131160	BCAC_ER_negative_BreastCancer_EUR	2	0.642
region_chr11_64037097_66131160	EAGLE_Eczema	2	0.882
region_chr11_64037097_66131160	pgc.scz2	1	0.585
region_chr11_66131160_68238358	UKB_21001_Body_mass_index_BMI	1	0.633
region_chr11_68238358_69701362	Astle_et_al_2016_Monocyte_count	18	0.921
region_chr11_68238358_69701362	UKB_20022_Birth_weight	13	0.67
region_chr11_69701362_71215246	UKB_50_Standing_height	2	0.953
region_chr11_70855_1192365	Astle_et_al_2016_Neutrophil_count	15	0.994
region_chr11_70855_1192365	UKB_50_Standing_height	20	0.905
region_chr11_74701306_77086163	Astle_et_al_2016_Neutrophil_count	2	0.527
region_chr11_8311727_9065770	UKB_50_Standing_height	3	0.716
region_chr11_84670229_86908259	GIANT_HEIGHT	1	0.618
region_chr11_84670229_86908259	UKB_50_Standing_height	3	0.97
region_chr11_9065770_10930480	Astle_et_al_2016_Lymphocyte_counts	5	0.933
region_chr11_9065770_10930480	UKB_20002_1065_self_reported_hypertension	1	0.571
region_chr11_94509094_95992877	Astle_et_al_2016_Platelet_count	7	0.975
region_chr12_10328935_11601912	Astle_et_al_2016_Red_blood_cell_count	8	0.607
region_chr12_106564970_108632125	Astle_et_al_2016_Reticulocyte_count	3	0.818
region_chr12_106564970_108632125	UKB_1180_Morning_or_evening_person_chronotype	2	0.684
region_chr12_108632125_109898914	UKB_50_Standing_height	13	0.627
region_chr12_109898914_112825713	UKB_21001_Body_mass_index_BMI	9	0.93
region_chr12_109898914_112825713	pgc.scz2	2	0.821
region_chr12_116649666_117697570	UKB_21001_Body_mass_index_BMI	1	0.519
region_chr12_117697570_119316305	UKB_23099_Body_fat_percentage	1	0.672
region_chr12_119316305_121569746	Astle_et_al_2016_Eosinophil_counts	2	0.69
region_chr12_119316305_121569746	Astle_et_al_2016_Platelet_count	1	0.57
region_chr12_119316305_121569746	UKB_20002_1111_self_reported_asthma	1	0.684
region_chr12_121569746_124493434	Astle_et_al_2016_Myeloid_white_cell_count	3	0.533
region_chr12_121569746_124493434	Astle_et_al_2016_Platelet_count	1	0.503
region_chr12_121569746_124493434	Astle_et_al_2016_Reticulocyte_count	14	0.708
region_chr12_121569746_124493434	Astle_et_al_2016_White_blood_cell_count	24	0.91
region_chr12_12580594_15088550	GIANT_HEIGHT	2	0.744
region_chr12_12580594_15088550	UKB_20022_Birth_weight	10	0.635
region_chr12_20711009_23667700	EGG_BW3_EUR	1	0.559
region_chr12_25218149_27646840	Astle_et_al_2016_Sum_basophil_neutrophil_counts	11	0.945
region_chr12_3567871_4308513	UKB_21001_Body_mass_index_BMI	25	0.988
region_chr12_3567871_4308513	UKB_50_Standing_height	28	1
region_chr12_48608083_51382710	UKB_20002_1065_self_reported_hypertension	4	0.887
region_chr12_52645220_54385039	Astle_et_al_2016_Eosinophil_counts	6	0.812
region_chr12_52645220_54385039	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.689
region_chr12_52645220_54385039	UKB_1160_Sleep_duration	5	0.664
region_chr12_52645220_54385039	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	0.599
region_chr12_55272053_57155077	Astle_et_al_2016_Reticulocyte_count	3	0.656
region_chr12_57155077_58914885	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.777
region_chr12_6310587_8224940	Astle_et_al_2016_Lymphocyte_counts	46	0.995
region_chr12_6310587_8224940	Astle_et_al_2016_Reticulocyte_count	7	0.882
region_chr12_8224940_8878799	UKB_50_Standing_height	21	0.954
region_chr12_8878799_10328935	Astle_et_al_2016_Eosinophil_counts	1	0.505
region_chr12_8878799_10328935	UKB_1180_Morning_or_evening_person_chronotype	2	0.524
region_chr12_94120791_95627009	Astle_et_al_2016_Platelet_count	2	0.625
region_chr12_95627009_96715061	BCAC_ER_negative_BreastCancer_EUR	2	0.932
region_chr13_108468862_109162764	Astle_et_al_2016_Red_blood_cell_count	3	0.948
region_chr13_109162764_110579726	Astle_et_al_2016_Platelet_count	1	0.578
region_chr13_109162764_110579726	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.61
region_chr13_111595245_112918174	Astle_et_al_2016_Red_blood_cell_count	4	0.905
region_chr13_111595245_112918174	UKB_50_Standing_height	1	0.542
region_chr13_112918174_114344378	UKB_20002_1065_self_reported_hypertension	6	0.555
region_chr13_26710225_28683414	Astle_et_al_2016_Neutrophil_count	2	0.653
region_chr13_26710225_28683414	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.655
region_chr13_26710225_28683414	Astle_et_al_2016_White_blood_cell_count	1	0.997
region_chr13_26710225_28683414	UKB_20022_Birth_weight	2	0.664
region_chr13_36924048_38304026	UKB_1200_Sleeplessness_or_insomnia	14	0.819
region_chr13_38304026_40495126	Astle_et_al_2016_Red_blood_cell_count	2	0.868
region_chr13_42526891_44327273	IBD.EUR.Crohns_Disease	1	0.933
region_chr13_44327273_45921079	Astle_et_al_2016_Reticulocyte_count	2	0.714
region_chr13_45921079_46856944	GIANT_HEIGHT	1	0.765
region_chr13_45921079_46856944	UKB_50_Standing_height	1	0.737
region_chr13_48809826_51016955	Astle_et_al_2016_White_blood_cell_count	2	0.79
region_chr13_73359952_75096006	Astle_et_al_2016_Red_blood_cell_count	1	0.582
region_chr13_96866956_98286665	SSGAC_Education_Years_Pooled	1	0.83
region_chr13_98286665_99921841	Astle_et_al_2016_Eosinophil_counts	11	0.896
region_chr14_101067970_102545765	GIANT_HEIGHT	2	0.72
region_chr14_102545765_104535386	Astle_et_al_2016_Red_blood_cell_count	2	0.783
region_chr14_102545765_104535386	Astle_et_al_2016_Reticulocyte_count	6	0.84
