region	phenotype	count	method
region_chr8_139713400_141963553	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr9_104819468_106536473	UKB_20002_1473_self_reported_high_cholesterol	1	enloc_sqtl
region_chr11_1192365_3644251	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr11_124625632_126441425	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr15_73336373_76106283	UKB_50_Standing_height	1	enloc_sqtl
region_chr17_38653091_40721152	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr17_44979537_47798656	UKB_50_Standing_height	1	enloc_sqtl
region_chr19_44239955_45599439	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr19_51029311_52482037	Astle_et_al_2016_White_blood_cell_count	2	enloc_sqtl
region_chr19_9127717_11173352	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr1_34334157_37083582	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr20_63558827_64333810	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr22_32268999_34098925	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr2_113164279_116014894	UKB_1160_Sleep_duration	1	enloc_sqtl
region_chr2_158720570_160913222	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr2_166499460_169111726	MAGIC_FastingGlucose	1	enloc_sqtl
region_chr2_223994702_224975287	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr2_28375910_28994693	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr2_43082452_44086664	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr3_51797999_54047363	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr3_51797999_54047363	UKB_50_Standing_height	1	enloc_sqtl
region_chr3_66220021_68237764	GIANT_HEIGHT	1	enloc_sqtl
region_chr3_70399877_72480178	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr4_151861032_153556489	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr4_86613495_88316876	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr5_130183332_132803957	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr6_129539886_130614309	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr6_28949831_29770194	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr6_32714887_33268720	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr9_4495328_4884926	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr9_96159758_98830577	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr11_128318642_130472680	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr11_44672249_46984586	MAGIC_FastingGlucose	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr13_26710225_28683414	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr16_48974015_52001911	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr16_88974757_90226404	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr17_21387045_29007226	UKB_50_Standing_height	1	enloc_sqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr19_48778970_51029311	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr1_76262450_79195513	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr20_44051536_46210417	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr3_184051895_185350467	UKB_50_Standing_height	1	enloc_sqtl
region_chr4_142522112_145257035	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr5_176023592_177824506	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr5_50867564_52838788	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr6_32714887_33268720	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr7_46947122_49172682	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr9_132423455_134176000	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr9_89827251_91404921	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr10_93636611_94461486	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr11_1192365_3644251	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr11_1192365_3644251	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr11_59013076_62456299	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr11_59013076_62456299	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr11_66131160_68238358	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr12_55272053_57155077	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr17_21387045_29007226	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr17_76379479_78267332	UKB_20002_1065_self_reported_hypertension	5	enloc_sqtl
region_chr19_3019662_4348970	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr1_107867043_109761309	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr1_159943258_162376931	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr1_29689034_31973084	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr22_40149793_42294812	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr22_44599428_46074615	UKB_20022_Birth_weight	2	enloc_sqtl
region_chr2_166499460_169111726	UKB_50_Standing_height	1	enloc_sqtl
region_chr3_110794923_113096852	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr3_46616010_47685722	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr4_154134974_156563945	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr6_33268720_35487979	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr7_99117851_100599028	GIANT_HEIGHT	1	enloc_sqtl
region_chr9_127293231_129403191	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr12_101468912_102571208	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr12_47321010_48608083	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr19_8282629_9127717	UKB_50_Standing_height	1	enloc_sqtl
region_chr1_112730684_114331223	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr1_7187275_9305140	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr20_63558827_64333810	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr22_38911889_40149793	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr22_42294812_43318194	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr2_230978674_232685293	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr3_32310223_33214100	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr4_37253425_38905401	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr6_14802693_17386174	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr6_25684359_26791023	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr6_33268720_35487979	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_33268720_35487979	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr6_35487979_37604820	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr6_43788432_45438826	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr8_23039544_24817205	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr8_25625938_26825008	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr9_130347830_131252501	GIANT_HEIGHT	1	enloc_sqtl
region_chr9_132423455_134176000	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr9_82825886_84323281	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_129046020_129943063	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_46978910_49632869	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	enloc_sqtl
region_chr11_128318642_130472680	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr11_30119810_32255355	UKB_50_Standing_height	1	enloc_sqtl
region_chr12_44631_971165	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr12_52645220_54385039	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr12_55272053_57155077	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	enloc_sqtl
region_chr13_26710225_28683414	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr15_101012489_101980763	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr16_1157206_2714828	GIANT_HEIGHT	1	enloc_sqtl
region_chr17_2025437_3799018	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr17_5838014_7414079	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr17_61235394_63468228	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr19_610729_2098397	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr19_610729_2098397	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr19_9127717_11173352	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr1_182786221_184626379	UKB_50_Standing_height	1	enloc_sqtl
region_chr1_208237019_210614406	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr2_26672117_28375910	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr3_32310223_33214100	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr3_49279539_51797999	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr4_24133906_25607700	UKB_50_Standing_height	1	enloc_sqtl
region_chr4_37253425_38905401	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr4_700926_1476986	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr5_68555033_71944629	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr6_129539886_130614309	EGG_BW3_EUR	1	enloc_sqtl
region_chr6_157797687_160159465	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr6_29770194_30830391	UKB_20002_1453_self_reported_psoriasis	14	enloc_sqtl
region_chr6_29770194_30830391	UKB_50_Standing_height	1	enloc_sqtl
region_chr7_141526757_142959223	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr7_148118226_150143569	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr7_44724229_45913323	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr7_46947122_49172682	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr9_3190064_4495328	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr12_47321010_48608083	Astle_et_al_2016_Red_blood_cell_count	2	enloc_sqtl
region_chr14_76763129_78095602	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr15_78223711_80568637	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr15_89932319_91621162	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr16_25975541_27434434	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr16_29025292_31371622	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr16_71020125_72901251	GIANT_HEIGHT	3	enloc_sqtl
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr18_46719283_48413361	GIANT_HEIGHT	1	enloc_sqtl
region_chr18_58862988_59963251	UKB_1180_Morning_or_evening_person_chronotype	1	enloc_sqtl
region_chr19_45599439_46646825	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr19_46646825_48778970	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr1_112730684_114331223	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr1_151566405_153208353	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr1_159943258_162376931	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr1_247181216_248945267	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr20_12466851_13709217	UKB_50_Standing_height	1	enloc_sqtl
region_chr22_35134992_37174229	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr2_141761033_143761915	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr2_43082452_44086664	GIANT_HEIGHT	1	enloc_sqtl
region_chr6_29770194_30830391	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr7_44724229_45913323	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr7_5814895_6534226	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr10_94461486_96062600	UKB_50_Standing_height	1	enloc_sqtl
region_chr11_59013076_62456299	UKB_50_Standing_height	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr15_73336373_76106283	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr17_18953007_21387045	GIANT_HEIGHT	1	enloc_sqtl
region_chr17_44979537_47798656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr17_78267332_79302554	UKB_50_Standing_height	1	enloc_sqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr19_39679979_40478694	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr21_46072312_46699840	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr22_15927607_17193405	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr22_23370460_24588236	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr22_44599428_46074615	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr22_49430885_50804870	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr2_102072305_102971757	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr2_109814855_113164279	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr2_43082452_44086664	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr3_49279539_51797999	IBD.EUR.Ulcerative_Colitis	1	enloc_sqtl
region_chr5_178986463_179974244	Astle_et_al_2016_White_blood_cell_count	2	enloc_sqtl
region_chr6_29770194_30830391	UKB_20016_Fluid_intelligence_score	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr6_31603441_32714887	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr6_6784974_7808703	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr8_143155464_145078481	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr8_23039544_24817205	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr9_132423455_134176000	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr10_102620653_104935290	pgc.scz2	1	enloc_sqtl
region_chr10_130781981_132522825	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr10_98908643_101189482	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr11_59013076_62456299	MAGIC_FastingGlucose	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr16_10332175_11426305	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr16_88974757_90226404	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr19_37036131_39679979	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr1_118296444_148907004	Astle_et_al_2016_Red_blood_cell_count	2	enloc_sqtl
region_chr1_66473721_68012212	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr1_7187275_9305140	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr20_44051536_46210417	UKB_50_Standing_height	1	enloc_sqtl
region_chr21_14578661_16680846	EGG_BW3_EUR	1	enloc_sqtl
region_chr22_17193405_17813322	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr22_23370460_24588236	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr2_26672117_28375910	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr3_110794923_113096852	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr4_700926_1476986	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr5_130183332_132803957	GIANT_HEIGHT	1	enloc_sqtl
region_chr5_88094174_89595713	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_29770194_30830391	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr6_30830391_31603441	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr7_150143569_151014417	GIANT_HEIGHT	1	enloc_sqtl
region_chr8_21804225_23039544	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr9_136047132_136605890	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr11_128318642_130472680	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr11_70855_1192365	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr13_109162764_110579726	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr14_63323296_64753580	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr15_89932319_91621162	UKB_50_Standing_height	1	enloc_sqtl
region_chr16_13060580_14370145	UKB_50_Standing_height	1	enloc_sqtl
region_chr1_181174985_182786221	UKB_1180_Morning_or_evening_person_chronotype	1	enloc_sqtl
region_chr1_204711940_206268085	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr20_44051536_46210417	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr20_44051536_46210417	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr22_49430885_50804870	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr2_26672117_28375910	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr2_67783044_68912432	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr3_49279539_51797999	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr5_130183332_132803957	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr5_178986463_179974244	UKB_50_Standing_height	1	enloc_sqtl
region_chr5_96627815_97979897	IBD.EUR.Crohns_Disease	1	enloc_sqtl
region_chr5_96627815_97979897	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr6_166611245_167642155	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr6_30830391_31603441	pgc.scz2	2	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr6_31603441_32714887	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr7_140535410_141526757	UKB_50_Standing_height	1	enloc_sqtl
region_chr7_6534226_7769121	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr8_127646866_129368893	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr8_23039544_24817205	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr9_136605890_138254346	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr9_34642246_36743286	GIANT_HEIGHT	1	enloc_sqtl
region_chr10_26599755_29034307	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr11_1192365_3644251	BCAC_Overall_BreastCancer_EUR	1	enloc_sqtl
region_chr11_124625632_126441425	pgc.scz2	1	enloc_sqtl
region_chr11_74701306_77086163	UKB_50_Standing_height	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr13_112918174_114344378	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr15_78223711_80568637	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr18_23069508_25416687	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr19_37036131_39679979	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_153208353_154797927	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr1_39734895_41509656	GIANT_HEIGHT	1	enloc_sqtl
region_chr1_44503511_46433829	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr1_7187275_9305140	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr21_41901419_43086158	RA_OKADA_TRANS_ETHNIC	2	enloc_sqtl
region_chr2_160913222_162647041	UKB_20016_Fluid_intelligence_score	1	enloc_sqtl
region_chr2_241210506_242147200	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr2_35896940_37905569	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr2_8282017_10158342	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr5_35048865_36433852	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr5_76503041_78327508	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr6_157797687_160159465	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr7_5814895_6534226	Astle_et_al_2016_Reticulocyte_count	2	enloc_sqtl
region_chr7_6534226_7769121	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr8_118673218_120189461	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr8_40845818_41863936	EGG_BW3_EUR	1	enloc_sqtl
region_chr10_71748755_73662792	Astle_et_al_2016_White_blood_cell_count	3	enloc_sqtl
region_chr11_10930480_12542682	UKB_50_Standing_height	1	enloc_sqtl
region_chr11_64037097_66131160	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr11_70855_1192365	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr12_51382710_52645220	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr14_102545765_104535386	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr14_29502939_31914059	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr15_73336373_76106283	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr16_1157206_2714828	UKB_50_Standing_height	1	enloc_sqtl
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr17_76379479_78267332	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr19_18299052_19766662	UKB_20002_1473_self_reported_high_cholesterol	1	enloc_sqtl
region_chr19_2098397_3019662	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr19_3019662_4348970	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr19_4348970_5811841	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr1_115337972_118296444	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_11717784_12719464	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_154797927_156366342	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr1_159943258_162376931	IBD.EUR.Ulcerative_Colitis	1	enloc_sqtl
region_chr1_241908300_243946197	UKB_50_Standing_height	1	enloc_sqtl
region_chr1_25190354_27075376	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_76262450_79195513	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr20_48583442_50623121	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr2_166499460_169111726	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr2_23118512_24464049	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr5_179974244_181132933	GIANT_HEIGHT	1	enloc_sqtl
region_chr5_76503041_78327508	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_149932268_151591568	UKB_50_Standing_height	1	enloc_sqtl
region_chr6_30830391_31603441	UKB_21001_Body_mass_index_BMI	2	enloc_sqtl
region_chr6_31603441_32714887	UKB_20127_Neuroticism_score	1	enloc_sqtl
region_chr10_26599755_29034307	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr10_4530082_5941799	UKB_50_Standing_height	1	enloc_sqtl
region_chr14_18225607_21121243	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr15_66802429_68725660	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr15_89932319_91621162	pgc.scz2	1	enloc_sqtl
region_chr16_10054_1157206	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr16_10332175_11426305	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr16_2714828_3951195	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
