phenotype	gene	gene_name	pvalue	rcp
UKB_21001_Body_mass_index_BMI	ENSG00000008196.12	TFAP2B	2.37420774578266e-41	0.536
UKB_21001_Body_mass_index_BMI	ENSG00000164078.12	MST1R	1.65148003444766e-36	0.609
UKB_21001_Body_mass_index_BMI	ENSG00000149932.16	TMEM219	2.50390743059222e-33	0.628
UKB_21001_Body_mass_index_BMI	ENSG00000172247.3	C1QTNF4	3.08455936610939e-26	0.672
UKB_21001_Body_mass_index_BMI	ENSG00000189045.13	ANKDD1B	8.54349458860599e-26	0.522
UKB_21001_Body_mass_index_BMI	ENSG00000152359.14	POC5	6.96521074096233e-25	0.872
UKB_21001_Body_mass_index_BMI	ENSG00000213619.9	NDUFS3	3.01730160566368e-23	0.635
UKB_21001_Body_mass_index_BMI	ENSG00000164076.16	CAMKV	3.88739118214639e-23	0.507
UKB_21001_Body_mass_index_BMI	ENSG00000170092.14	SPDYE5	1.10963507150935e-22	0.601
UKB_21001_Body_mass_index_BMI	ENSG00000250377.1	CTC-467M3.3	5.62867002855402e-22	0.866
UKB_21001_Body_mass_index_BMI	ENSG00000156097.12	GPR61	9.36833136219748e-22	0.711
UKB_21001_Body_mass_index_BMI	ENSG00000204435.13	CSNK2B	6.38907896972867e-21	0.75
UKB_21001_Body_mass_index_BMI	ENSG00000244405.7	ETV5	9.49383430958807e-21	0.765
UKB_21001_Body_mass_index_BMI	ENSG00000245526.10	LINC00461	1.57479392673955e-20	0.596
UKB_21001_Body_mass_index_BMI	ENSG00000162616.8	DNAJB4	9.58104339875724e-20	0.502
UKB_21001_Body_mass_index_BMI	ENSG00000102908.20	NFAT5	1.62253413938768e-19	0.523
UKB_21001_Body_mass_index_BMI	ENSG00000068745.14	IP6K2	4.233071725867e-19	0.784
UKB_21001_Body_mass_index_BMI	ENSG00000197381.15	ADARB1	8.21935355983937e-18	0.851
UKB_21001_Body_mass_index_BMI	ENSG00000162613.16	FUBP1	1.43292187313715e-16	0.7
UKB_21001_Body_mass_index_BMI	ENSG00000164989.16	CCDC171	4.52200765875827e-16	0.567
UKB_21001_Body_mass_index_BMI	ENSG00000008300.16	CELSR3	6.89552098892884e-16	0.575
UKB_21001_Body_mass_index_BMI	ENSG00000172638.12	EFEMP2	2.9421568381953e-15	0.875
UKB_21001_Body_mass_index_BMI	ENSG00000122515.14	ZMIZ2	3.21016308563402e-15	0.852
UKB_21001_Body_mass_index_BMI	ENSG00000278535.4	DHRS11	3.90752915727539e-15	0.562
UKB_21001_Body_mass_index_BMI	ENSG00000204682.5	CASC10	6.58203594846709e-15	0.838
UKB_21001_Body_mass_index_BMI	ENSG00000182674.5	KCNB2	7.59817281004156e-15	0.86
UKB_21001_Body_mass_index_BMI	ENSG00000131323.14	TRAF3	9.27536838656395e-15	0.566
UKB_21001_Body_mass_index_BMI	ENSG00000131668.13	BARX1	1.56805559113099e-14	0.659
UKB_21001_Body_mass_index_BMI	ENSG00000136573.12	BLK	9.57930006245707e-14	0.547
UKB_21001_Body_mass_index_BMI	ENSG00000079313.13	REXO1	1.02520580102441e-13	0.517
UKB_21001_Body_mass_index_BMI	ENSG00000172995.16	ARPP21	1.24976564410398e-13	0.545
UKB_21001_Body_mass_index_BMI	ENSG00000269954.1	RP11-148O21.6	1.30570209806379e-13	0.682
UKB_21001_Body_mass_index_BMI	ENSG00000141452.9	C18orf8	1.5230917112202e-13	0.512
UKB_21001_Body_mass_index_BMI	ENSG00000178951.8	ZBTB7A	3.8864668904062e-13	0.597
UKB_21001_Body_mass_index_BMI	ENSG00000189339.11	SLC35E2B	4.69437237692108e-13	0.896
UKB_21001_Body_mass_index_BMI	ENSG00000172543.7	CTSW	3.06128789327479e-12	0.715
UKB_21001_Body_mass_index_BMI	ENSG00000088986.10	DYNLL1	4.66897084189505e-12	0.781
UKB_21001_Body_mass_index_BMI	ENSG00000185615.15	PDIA2	1.43357474604059e-11	0.573
UKB_21001_Body_mass_index_BMI	ENSG00000242173.8	ARHGDIG	1.60893556221524e-11	0.536
UKB_21001_Body_mass_index_BMI	ENSG00000248333.8	CDK11B	1.67673389074841e-11	0.828
UKB_21001_Body_mass_index_BMI	ENSG00000204472.12	AIF1	2.69260091026898e-11	0.984
UKB_21001_Body_mass_index_BMI	ENSG00000178568.14	ERBB4	2.88990818414914e-11	0.69
UKB_21001_Body_mass_index_BMI	ENSG00000084636.17	COL16A1	6.98240723898932e-11	0.627
UKB_21001_Body_mass_index_BMI	ENSG00000163581.13	SLC2A2	9.63449981533481e-11	0.548
UKB_21001_Body_mass_index_BMI	ENSG00000163577.7	EIF5A2	1.49506300514664e-10	0.541
UKB_21001_Body_mass_index_BMI	ENSG00000151640.12	DPYSL4	1.50215378806126e-10	0.692
UKB_21001_Body_mass_index_BMI	ENSG00000117569.18	PTBP2	2.34169764731024e-10	0.76
UKB_21001_Body_mass_index_BMI	ENSG00000260977.1	RP11-333I13.1	4.07275244436967e-10	0.58
UKB_21001_Body_mass_index_BMI	ENSG00000197586.12	ENTPD6	4.66637495144872e-10	0.866
UKB_21001_Body_mass_index_BMI	ENSG00000204463.12	BAG6	4.81636983792032e-10	0.998
UKB_21001_Body_mass_index_BMI	ENSG00000055118.14	KCNH2	5.35381143307205e-10	0.658
UKB_21001_Body_mass_index_BMI	ENSG00000160695.14	VPS11	8.82836614270342e-10	0.528
UKB_21001_Body_mass_index_BMI	ENSG00000148737.16	TCF7L2	8.84266093797384e-10	0.514
UKB_21001_Body_mass_index_BMI	ENSG00000115561.15	CHMP3	8.90138244228676e-10	0.508
UKB_21001_Body_mass_index_BMI	ENSG00000271983.1	RP11-28H5.2	9.48214144011593e-10	0.647
UKB_21001_Body_mass_index_BMI	ENSG00000271259.1	RP11-1109F11.5	1.1750297371825e-09	0.564
UKB_21001_Body_mass_index_BMI	ENSG00000174446.12	SNAPC5	1.25446341326576e-09	0.504
UKB_21001_Body_mass_index_BMI	ENSG00000182771.18	GRID1	1.4041022241404e-09	0.532
UKB_21001_Body_mass_index_BMI	ENSG00000105173.13	CCNE1	1.61175284890683e-09	0.502
UKB_21001_Body_mass_index_BMI	ENSG00000214063.10	TSPAN4	1.69700180015103e-09	0.731
UKB_21001_Body_mass_index_BMI	ENSG00000234745.10	HLA-B	1.9904327120635e-09	0.797
UKB_21001_Body_mass_index_BMI	ENSG00000197852.9	FAM212B	2.43234415471783e-09	0.635
UKB_21001_Body_mass_index_BMI	ENSG00000174442.11	ZWILCH	2.84636079352107e-09	0.639
UKB_21001_Body_mass_index_BMI	ENSG00000174996.11	KLC2	3.00967905959137e-09	0.633
UKB_21001_Body_mass_index_BMI	ENSG00000272121.1	RP4-555D20.4	3.65195124050692e-09	0.724
UKB_21001_Body_mass_index_BMI	ENSG00000196510.12	ANAPC7	4.26297212941106e-09	0.93
UKB_21001_Body_mass_index_BMI	ENSG00000145194.17	ECE2	5.57125292902208e-09	0.559
UKB_21001_Body_mass_index_BMI	ENSG00000103126.14	AXIN1	6.24343732631252e-09	0.526
UKB_21001_Body_mass_index_BMI	ENSG00000130204.12	TOMM40	6.34339133461524e-09	0.927
UKB_21001_Body_mass_index_BMI	ENSG00000174953.13	DHX36	6.48513711919151e-09	0.705
UKB_21001_Body_mass_index_BMI	ENSG00000271751.1	RP11-110I1.14	7.63018290394002e-09	0.507
UKB_21001_Body_mass_index_BMI	ENSG00000148842.17	CNNM2	1.06055027383215e-08	0.539
UKB_21001_Body_mass_index_BMI	ENSG00000136379.11	ABHD17C	1.07400589815463e-08	0.792
UKB_21001_Body_mass_index_BMI	ENSG00000204469.12	PRRC2A	1.1506190487663e-08	0.674
UKB_21001_Body_mass_index_BMI	ENSG00000168228.14	ZCCHC4	1.20494436074991e-08	0.95
UKB_21001_Body_mass_index_BMI	ENSG00000065361.14	ERBB3	1.63336849653614e-08	0.668
UKB_21001_Body_mass_index_BMI	ENSG00000215912.12	TTC34	1.76372418165208e-08	0.634
UKB_21001_Body_mass_index_BMI	ENSG00000271009.2	RP11-346C20.3	1.93485277328255e-08	0.85
UKB_21001_Body_mass_index_BMI	ENSG00000167110.17	GOLGA2	2.07119843942258e-08	0.631
UKB_21001_Body_mass_index_BMI	ENSG00000111011.17	RSRC2	2.10798208659579e-08	0.653
UKB_21001_Body_mass_index_BMI	ENSG00000140464.19	PML	2.51873455184491e-08	0.519
UKB_21001_Body_mass_index_BMI	ENSG00000101004.14	NINL	3.05257829042125e-08	0.712
UKB_21001_Body_mass_index_BMI	ENSG00000172432.18	GTPBP2	4.06562732914056e-08	0.852
UKB_21001_Body_mass_index_BMI	ENSG00000144229.11	THSD7B	5.7165252771157e-08	0.506
UKB_21001_Body_mass_index_BMI	ENSG00000175166.16	PSMD2	6.63918307003385e-08	0.773
UKB_21001_Body_mass_index_BMI	ENSG00000112041.12	TULP1	6.74472877952239e-08	0.933
UKB_21001_Body_mass_index_BMI	ENSG00000254842.6	RP11-890B15.2	1.01693502607814e-07	0.58
UKB_21001_Body_mass_index_BMI	ENSG00000153815.16	CMIP	1.03121192232477e-07	0.869
UKB_21001_Body_mass_index_BMI	ENSG00000115221.10	ITGB6	1.24252684999769e-07	0.538
UKB_21001_Body_mass_index_BMI	ENSG00000151164.18	RAD9B	1.26817323580117e-07	0.926
UKB_21001_Body_mass_index_BMI	ENSG00000205710.3	C17orf107	1.35483475144461e-07	0.888
UKB_21001_Body_mass_index_BMI	ENSG00000277481.1	PKD1L3	3.17699521362144e-07	0.543
UKB_21001_Body_mass_index_BMI	ENSG00000130203.9	APOE	3.38707159978634e-07	0.643
UKB_21001_Body_mass_index_BMI	ENSG00000180834.7	MAP6D1	3.56249713690924e-07	0.951
UKB_21001_Body_mass_index_BMI	ENSG00000129450.8	SIGLEC9	6.40523939826679e-07	0.97
UKB_21001_Body_mass_index_BMI	ENSG00000133612.18	AGAP3	8.33374309532908e-07	0.545
UKB_21001_Body_mass_index_BMI	ENSG00000196220.15	SRGAP3	8.77248992763731e-07	0.576
UKB_21001_Body_mass_index_BMI	ENSG00000159461.14	AMFR	9.10216284779585e-07	0.51
UKB_21001_Body_mass_index_BMI	ENSG00000134198.9	TSPAN2	9.72125089918257e-07	0.651
UKB_21001_Body_mass_index_BMI	ENSG00000065057.7	NTHL1	1.11542193479526e-06	0.821
UKB_21001_Body_mass_index_BMI	ENSG00000102967.11	DHODH	1.16628721614111e-06	0.6
UKB_21001_Body_mass_index_BMI	ENSG00000111229.15	ARPC3	1.21774123265063e-06	0.719
UKB_21001_Body_mass_index_BMI	ENSG00000111231.8	GPN3	1.24242958664379e-06	0.791
UKB_21001_Body_mass_index_BMI	ENSG00000221852.4	KRTAP1-5	1.36184251087917e-06	0.623
UKB_21001_Body_mass_index_BMI	ENSG00000138039.14	LHCGR	1.40356601259238e-06	0.772
UKB_21001_Body_mass_index_BMI	ENSG00000187758.7	ADH1A	1.42399314287495e-06	0.648
UKB_21001_Body_mass_index_BMI	ENSG00000205189.11	ZBTB10	1.84322623369258e-06	0.503
UKB_21001_Body_mass_index_BMI	ENSG00000136485.14	DCAF7	1.85045715679986e-06	0.882
UKB_21001_Body_mass_index_BMI	ENSG00000111237.18	VPS29	1.86863687706025e-06	0.749
UKB_23099_Body_fat_percentage	ENSG00000138031.14	ADCY3	2.39021949616609e-40	0.557
UKB_23099_Body_fat_percentage	ENSG00000172247.3	C1QTNF4	7.30209881841663e-34	0.763
UKB_23099_Body_fat_percentage	ENSG00000213619.9	NDUFS3	3.44733934036927e-29	0.658
UKB_23099_Body_fat_percentage	ENSG00000164989.16	CCDC171	6.03440004486144e-25	0.778
UKB_23099_Body_fat_percentage	ENSG00000156097.12	GPR61	4.21517320422304e-20	0.769
UKB_23099_Body_fat_percentage	ENSG00000099308.10	MAST3	1.14131464326919e-19	0.715
UKB_23099_Body_fat_percentage	ENSG00000197381.15	ADARB1	4.46898401228721e-19	0.888
UKB_23099_Body_fat_percentage	ENSG00000245526.10	LINC00461	5.80101912086121e-18	0.793
UKB_23099_Body_fat_percentage	ENSG00000185022.11	MAFF	4.70846377766835e-17	0.623
UKB_23099_Body_fat_percentage	ENSG00000250377.1	CTC-467M3.3	6.59025246096498e-17	0.895
UKB_23099_Body_fat_percentage	ENSG00000232748.3	RP11-196G11.6	1.26048034286705e-16	0.551
UKB_23099_Body_fat_percentage	ENSG00000141452.9	C18orf8	4.74001626380194e-16	0.509
UKB_23099_Body_fat_percentage	ENSG00000233276.3	GPX1	2.00959632595877e-15	0.552
UKB_23099_Body_fat_percentage	ENSG00000152359.14	POC5	4.60148173370305e-15	0.75
UKB_23099_Body_fat_percentage	ENSG00000184381.18	PLA2G6	5.3744937676806e-15	0.573
UKB_23099_Body_fat_percentage	ENSG00000274021.1	RP11-823E8.3	9.33241962959985e-15	0.551
UKB_23099_Body_fat_percentage	ENSG00000189045.13	ANKDD1B	1.03166079529099e-14	0.552
UKB_23099_Body_fat_percentage	ENSG00000182674.5	KCNB2	1.15442135892695e-14	0.945
UKB_23099_Body_fat_percentage	ENSG00000138193.15	PLCE1	2.08278538261569e-14	0.891
UKB_23099_Body_fat_percentage	ENSG00000138316.10	ADAMTS14	2.41962852276383e-14	0.823
UKB_23099_Body_fat_percentage	ENSG00000164076.16	CAMKV	3.52668847118598e-14	0.628
UKB_23099_Body_fat_percentage	ENSG00000141458.12	NPC1	4.93035650162473e-14	0.543
UKB_23099_Body_fat_percentage	ENSG00000125520.13	SLC2A4RG	1.68604143559758e-13	0.602
UKB_23099_Body_fat_percentage	ENSG00000203896.9	LIME1	1.92078193599536e-13	0.709
UKB_23099_Body_fat_percentage	ENSG00000088986.10	DYNLL1	3.95543506770604e-13	0.908
UKB_23099_Body_fat_percentage	ENSG00000138640.14	FAM13A	4.21992808152689e-13	0.509
UKB_23099_Body_fat_percentage	ENSG00000178951.8	ZBTB7A	6.22434512075856e-13	0.73
UKB_23099_Body_fat_percentage	ENSG00000170092.14	SPDYE5	8.79487900009924e-13	0.621
UKB_23099_Body_fat_percentage	ENSG00000172995.16	ARPP21	9.51789283994497e-13	0.636
UKB_23099_Body_fat_percentage	ENSG00000099377.13	HSD3B7	1.25758566858262e-12	0.506
UKB_23099_Body_fat_percentage	ENSG00000112041.12	TULP1	1.4475644829603e-12	0.956
UKB_23099_Body_fat_percentage	ENSG00000204682.5	CASC10	2.25853785296265e-12	0.852
UKB_23099_Body_fat_percentage	ENSG00000128298.16	BAIAP2L2	2.38978847234008e-12	0.548
UKB_23099_Body_fat_percentage	ENSG00000233559.1	LINC00513	2.78265629420107e-12	0.613
UKB_23099_Body_fat_percentage	ENSG00000166436.15	TRIM66	6.75285227459007e-12	0.618
UKB_23099_Body_fat_percentage	ENSG00000078399.17	HOXA9	1.0222957725133e-11	0.894
UKB_23099_Body_fat_percentage	ENSG00000174996.11	KLC2	1.71834667357967e-11	0.675
UKB_23099_Body_fat_percentage	ENSG00000182771.18	GRID1	7.7841008846587e-11	0.505
UKB_23099_Body_fat_percentage	ENSG00000131323.14	TRAF3	1.23315568855271e-10	0.568
UKB_23099_Body_fat_percentage	ENSG00000103197.16	TSC2	1.52216499760598e-10	0.568
UKB_23099_Body_fat_percentage	ENSG00000143469.18	SYT14	1.53260206385882e-10	0.585
UKB_23099_Body_fat_percentage	ENSG00000108840.15	HDAC5	1.91659432019579e-10	0.703
UKB_23099_Body_fat_percentage	ENSG00000130517.13	PGPEP1	1.99719745893793e-10	0.755
UKB_23099_Body_fat_percentage	ENSG00000278535.4	DHRS11	2.05024860563613e-10	0.585
UKB_23099_Body_fat_percentage	ENSG00000271983.1	RP11-28H5.2	3.37533901640824e-10	0.629
UKB_23099_Body_fat_percentage	ENSG00000188316.13	ENO4	4.46391530535152e-10	0.549
UKB_23099_Body_fat_percentage	ENSG00000122515.14	ZMIZ2	6.1968699276994e-10	0.694
UKB_23099_Body_fat_percentage	ENSG00000101246.19	ARFRP1	7.23697803313766e-10	0.622
UKB_23099_Body_fat_percentage	ENSG00000142599.17	RERE	1.82838646008533e-09	0.716
UKB_23099_Body_fat_percentage	ENSG00000254842.6	RP11-890B15.2	1.94022021399895e-09	0.914
UKB_23099_Body_fat_percentage	ENSG00000150938.9	CRIM1	1.96364252165487e-09	0.595
UKB_23099_Body_fat_percentage	ENSG00000151640.12	DPYSL4	2.37255756678154e-09	0.659
UKB_23099_Body_fat_percentage	ENSG00000184185.9	KCNJ12	2.50610628933911e-09	0.809
UKB_23099_Body_fat_percentage	ENSG00000272121.1	RP4-555D20.4	2.56495688446929e-09	0.756
UKB_23099_Body_fat_percentage	ENSG00000189339.11	SLC35E2B	4.04999797653749e-09	0.843
UKB_23099_Body_fat_percentage	ENSG00000130204.12	TOMM40	4.86256949300173e-09	0.865
UKB_23099_Body_fat_percentage	ENSG00000108576.9	SLC6A4	7.02823880151037e-09	0.558
UKB_23099_Body_fat_percentage	ENSG00000160695.14	VPS11	7.19968947177315e-09	0.603
UKB_23099_Body_fat_percentage	ENSG00000245937.7	LINC01184	9.12691707533178e-09	0.847
UKB_23099_Body_fat_percentage	ENSG00000197757.7	HOXC6	1.06761138498068e-08	0.649
UKB_23099_Body_fat_percentage	ENSG00000068120.14	COASY	1.07683816409409e-08	0.52
UKB_23099_Body_fat_percentage	ENSG00000132849.19	PATJ	1.10878685301007e-08	0.793
UKB_23099_Body_fat_percentage	ENSG00000198890.7	PRMT6	1.12929799896058e-08	0.583
UKB_23099_Body_fat_percentage	ENSG00000134490.13	TMEM241	1.13604369095174e-08	0.535
UKB_23099_Body_fat_percentage	ENSG00000116406.18	EDEM3	1.25594383494029e-08	0.58
UKB_23099_Body_fat_percentage	ENSG00000260262.1	RP11-440L14.3	1.27119477854105e-08	0.575
UKB_23099_Body_fat_percentage	ENSG00000180834.7	MAP6D1	1.37643536443693e-08	0.947
UKB_23099_Body_fat_percentage	ENSG00000105173.13	CCNE1	2.0064964055947e-08	0.574
UKB_23099_Body_fat_percentage	ENSG00000271751.1	RP11-110I1.14	2.36733217938644e-08	0.531
UKB_23099_Body_fat_percentage	ENSG00000115221.10	ITGB6	2.63909080382851e-08	0.545
UKB_23099_Body_fat_percentage	ENSG00000108786.10	HSD17B1	3.54875309844393e-08	0.808
UKB_23099_Body_fat_percentage	ENSG00000118689.14	FOXO3	3.5946792048862e-08	0.571
UKB_23099_Body_fat_percentage	ENSG00000178950.16	GAK	3.60748050912819e-08	0.917
UKB_23099_Body_fat_percentage	ENSG00000136379.11	ABHD17C	3.65970777861042e-08	0.755
UKB_23099_Body_fat_percentage	ENSG00000147454.13	SLC25A37	4.78240732440907e-08	0.872
UKB_23099_Body_fat_percentage	ENSG00000172789.3	HOXC5	5.45794791129108e-08	0.56
UKB_23099_Body_fat_percentage	ENSG00000158863.21	FAM160B2	5.64612747963906e-08	0.866
UKB_23099_Body_fat_percentage	ENSG00000171055.14	FEZ2	5.90939326122707e-08	0.789
UKB_23099_Body_fat_percentage	ENSG00000149294.16	NCAM1	8.16389220333626e-08	0.734
UKB_23099_Body_fat_percentage	ENSG00000153815.16	CMIP	8.43815118211903e-08	0.902
UKB_23099_Body_fat_percentage	ENSG00000173171.14	MTX1	9.02606253929713e-08	0.809
UKB_23099_Body_fat_percentage	ENSG00000131668.13	BARX1	1.12000886884241e-07	0.764
UKB_23099_Body_fat_percentage	ENSG00000173175.14	ADCY5	1.18138276075651e-07	0.799
UKB_23099_Body_fat_percentage	ENSG00000248333.8	CDK11B	1.24555103277616e-07	0.795
UKB_23099_Body_fat_percentage	ENSG00000178568.14	ERBB4	1.29283228083454e-07	0.853
UKB_23099_Body_fat_percentage	ENSG00000162367.11	TAL1	1.41688428107472e-07	0.566
UKB_23099_Body_fat_percentage	ENSG00000121753.12	ADGRB2	1.4258764577658e-07	0.846
UKB_23099_Body_fat_percentage	ENSG00000131470.14	PSMC3IP	1.51074054008015e-07	0.518
UKB_23099_Body_fat_percentage	ENSG00000271009.2	RP11-346C20.3	1.75591225136853e-07	0.914
UKB_23099_Body_fat_percentage	ENSG00000168484.12	SFTPC	2.03517689815521e-07	0.588
UKB_23099_Body_fat_percentage	ENSG00000203791.14	METTL10	2.57121553232211e-07	0.621
UKB_23099_Body_fat_percentage	ENSG00000058668.14	ATP2B4	2.8177384756913e-07	0.571
UKB_23099_Body_fat_percentage	ENSG00000271259.1	RP11-1109F11.5	3.60676802719678e-07	0.721
UKB_23099_Body_fat_percentage	ENSG00000185615.15	PDIA2	3.64337717682894e-07	0.781
UKB_23099_Body_fat_percentage	ENSG00000109944.10	C11orf63	5.57285802309746e-07	0.74
UKB_23099_Body_fat_percentage	ENSG00000176783.14	RUFY1	5.5801222919422e-07	0.948
UKB_23099_Body_fat_percentage	ENSG00000132535.18	DLG4	6.21219142639269e-07	0.818
UKB_23099_Body_fat_percentage	ENSG00000163644.14	PPM1K	6.2795809601846e-07	0.767
UKB_23099_Body_fat_percentage	ENSG00000003249.13	DBNDD1	6.34143493806293e-07	0.532
UKB_23099_Body_fat_percentage	ENSG00000136875.12	PRPF4	6.96244056271278e-07	0.508
UKB_23099_Body_fat_percentage	ENSG00000206503.12	HLA-A	7.18531338704806e-07	0.766
UKB_23099_Body_fat_percentage	ENSG00000108788.11	MLX	7.40112718982397e-07	0.546
UKB_23099_Body_fat_percentage	ENSG00000025434.18	NR1H3	8.51319324236324e-07	0.642
UKB_23099_Body_fat_percentage	ENSG00000273257.1	RP11-177J6.1	9.84012275322568e-07	0.577
UKB_23099_Body_fat_percentage	ENSG00000149489.8	ROM1	9.86788684011038e-07	0.651
UKB_23099_Body_fat_percentage	ENSG00000178467.17	P4HTM	1.10658667218301e-06	0.773
UKB_23099_Body_fat_percentage	ENSG00000117569.18	PTBP2	1.34098341104148e-06	0.68
UKB_23099_Body_fat_percentage	ENSG00000079393.20	DUSP13	1.78136648210309e-06	0.679
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	ENSG00000231131.6	LINC01468	1.26884851991637e-07	0.577
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	ENSG00000137265.14	IRF4	1.20018475135776e-08	0.766
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000137265.14	IRF4	1.5096154494846e-39	0.766
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000234471.1	AC147651.1	1.10051719477727e-19	0.636
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000159450.12	TCHH	8.78786406329405e-19	0.803
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000123095.5	BHLHE41	2.36043478682789e-16	0.76
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000177311.11	ZBTB38	4.82691249126588e-15	0.539
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000140575.12	IQGAP1	8.12307858250275e-14	0.994
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000174705.12	SH3PXD2B	7.03578451394439e-11	0.899
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000204335.3	SP5	2.78071800227239e-08	0.59
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000121210.15	KIAA0922	3.52747618533169e-08	0.704
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000198829.6	SUCNR1	3.2395620039075e-07	0.757
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000094916.15	CBX5	1.05438552377267e-06	0.599
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ENSG00000107186.16	MPDZ	1.7981084128524e-06	0.851
UKB_50_Standing_height	ENSG00000177311.11	ZBTB38	5.86957355456501e-254	0.647
UKB_50_Standing_height	ENSG00000125965.8	GDF5	3.01767490593012e-250	0.934
UKB_50_Standing_height	ENSG00000101019.21	UQCC1	1.95662104200107e-216	0.699
UKB_50_Standing_height	ENSG00000115380.19	EFEMP1	1.9479928175573e-175	0.678
UKB_50_Standing_height	ENSG00000173120.14	KDM2A	5.73682064840186e-135	0.906
UKB_50_Standing_height	ENSG00000172613.7	RAD9A	1.29272333012928e-129	0.818
UKB_50_Standing_height	ENSG00000172171.10	TEFM	1.67692337877796e-95	0.617
UKB_50_Standing_height	ENSG00000203809.6	LIN28B-AS1	2.02039056014088e-91	0.704
UKB_50_Standing_height	ENSG00000137309.19	HMGA1	1.59077174213132e-90	0.588
UKB_50_Standing_height	ENSG00000187772.7	LIN28B	9.42873418612221e-90	0.596
UKB_50_Standing_height	ENSG00000118971.7	CCND2	2.13799232759698e-86	1
UKB_50_Standing_height	ENSG00000153162.8	BMP6	1.62773632282562e-81	0.541
UKB_50_Standing_height	ENSG00000166278.14	C2	4.20134070168648e-80	0.543
UKB_50_Standing_height	ENSG00000234745.10	HLA-B	4.92866657697473e-79	0.631
UKB_50_Standing_height	ENSG00000198860.11	TSEN15	2.32572793473263e-78	0.778
UKB_50_Standing_height	ENSG00000187013.4	C17orf82	1.18251655563483e-77	0.721
UKB_50_Standing_height	ENSG00000198945.7	L3MBTL3	2.22373551479206e-77	1
UKB_50_Standing_height	ENSG00000158373.8	HIST1H2BD	1.22401879879018e-73	0.554
UKB_50_Standing_height	ENSG00000204371.11	EHMT2	2.56460412106901e-72	0.897
UKB_50_Standing_height	ENSG00000204438.10	GPANK1	8.30314949843459e-70	0.528
UKB_50_Standing_height	ENSG00000165424.6	ZCCHC24	8.73291297539597e-67	0.714
UKB_50_Standing_height	ENSG00000072682.18	P4HA2	2.65580520491808e-61	0.818
UKB_50_Standing_height	ENSG00000010803.16	SCMH1	3.63067080851035e-61	1
UKB_50_Standing_height	ENSG00000117122.13	MFAP2	5.66280820124401e-60	0.745
UKB_50_Standing_height	ENSG00000101417.11	PXMP4	1.52072412489415e-59	0.838
UKB_50_Standing_height	ENSG00000065000.15	AP3D1	1.60162667264281e-59	0.638
UKB_50_Standing_height	ENSG00000184302.6	SIX6	3.851758037698e-58	0.661
UKB_50_Standing_height	ENSG00000168477.17	TNXB	2.2495096108471e-56	0.91
UKB_50_Standing_height	ENSG00000113389.15	NPR3	3.9254902411035e-56	0.924
UKB_50_Standing_height	ENSG00000101412.12	E2F1	8.16924568158105e-55	0.838
UKB_50_Standing_height	ENSG00000049323.15	LTBP1	2.37837151965852e-53	0.94
UKB_50_Standing_height	ENSG00000184897.5	H1FX	6.75906469439792e-53	0.923
UKB_50_Standing_height	ENSG00000078699.21	CBFA2T2	7.41954874819727e-53	0.6
UKB_50_Standing_height	ENSG00000179008.8	C14orf39	7.90640869858803e-53	0.703
UKB_50_Standing_height	ENSG00000081692.12	JMJD4	4.13583245893187e-52	0.727
UKB_50_Standing_height	ENSG00000163602.10	RYBP	4.75459980886669e-52	0.945
UKB_50_Standing_height	ENSG00000174282.11	ZBTB4	3.4801274642514e-50	0.875
UKB_50_Standing_height	ENSG00000170175.10	CHRNB1	1.66277175581118e-49	0.896
UKB_50_Standing_height	ENSG00000163935.13	SFMBT1	1.33679622697063e-48	0.66
UKB_50_Standing_height	ENSG00000149257.13	SERPINH1	9.27165583033972e-48	0.911
UKB_50_Standing_height	ENSG00000088826.17	SMOX	2.53751997452244e-45	0.954
UKB_50_Standing_height	ENSG00000161714.11	PLCD3	7.82736569401503e-44	0.505
UKB_50_Standing_height	ENSG00000103245.13	NARFL	1.42748124450065e-43	0.967
UKB_50_Standing_height	ENSG00000162004.16	CCDC78	2.65330998787451e-43	0.811
UKB_50_Standing_height	ENSG00000109919.9	MTCH2	5.88185779520027e-43	0.576
UKB_50_Standing_height	ENSG00000103253.17	HAGHL	8.47084483194444e-43	0.968
UKB_50_Standing_height	ENSG00000127663.14	KDM4B	2.64217008554079e-42	0.895
UKB_50_Standing_height	ENSG00000140464.19	PML	1.25600858462391e-41	0.941
UKB_50_Standing_height	ENSG00000159202.17	UBE2Z	1.25804580753268e-41	0.582
